,ORCID ID,ORCID_ID,Organization,Status,Role_Title,Start_Date,Keywords,Number_of_Works,Given_Name,Family_Name
77,0000-0001-9509-9725,0000-0001-9509-9725,N/A,APPROVED,N/A,N/A,N/A,2,Christina,Boucher
78,0000-0002-5164-2690,0000-0002-5164-2690,TU Wien,APPROVED,Student Staff in Research,2021,N/A,3,Moritz,Staudinger
79,0000-0001-8840-8948,0000-0001-8840-8948,TU Wien,APPROVED,,N/A,N/A,12,Alessandro,Tundo
80,0000-0002-9083-4599,0000-0002-9083-4599,"City, University of London",APPROVED,Lecturer in Artificial Intelligence,2019,"Semantic Web, Artificial Intelligence, Ontology Alignment, Neuro-Symbolic AI",113,Ernesto,Jimenez-Ruiz
81,0009-0000-3682-6558,0009-0000-3682-6558,N/A,APPROVED,N/A,N/A,N/A,1,Nicolas,Calmi
82,0000-0001-6634-121X,0000-0001-6634-121X,University of Groningen,APPROVED,Assistant Professor,2021,"narrative theory, rhetoric, Italian literature, epistemology, semiotics, systems theory, complexity science",30,Federico,Pianzola
83,0000-0001-6893-6284,0000-0001-6893-6284,Humanitas University,APPROVED,Assistant Professor,2019,N/A,198,ciro,franzese
84,0009-0001-5588-8823,0009-0001-5588-8823,N/A,APPROVED,N/A,N/A,N/A,2,Sahar,Shah
85,0000-0003-0525-3114,0000-0003-0525-3114,University of Florida,APPROVED,PhD Student,2019,N/A,5,Marco,Oliva
86,0000-0003-1431-576X,0000-0003-1431-576X,N/A,APPROVED,N/A,N/A,N/A,27,Antonio,Candelieri
87,0000-0002-9557-6496,0000-0002-9557-6496,Khalifa University of Science Technology,APPROVED,"Professor, C2PS Director",2015,N/A,396,Ernesto,Damiani
88,0000-0002-8128-2067,0000-0002-8128-2067, University of South Wales  -,APPROVED,Emeritus Professor,1971,University of South Wales,117,Derek,Smith
89,0000-0002-0660-5436,0000-0002-0660-5436,Université de Technologie de Compiègne,APPROVED,Professeur,1992,"Uncertain reasoning, Belief functions, Evidence theory, Machine learning, Uncertainty modeling",314,Thierry,Denoeux
90,0000-0002-3383-367X,0000-0002-3383-367X,Eindhoven University of Technology,APPROVED,Postdoc,2022,N/A,43,SIMONE,SPOLAOR
91,0000-0003-4416-6216,0000-0003-4416-6216,N/A,APPROVED,N/A,N/A,N/A,76,Valentina,Vaira
92,0000-0002-7879-4723,0000-0002-7879-4723,N/A,APPROVED,N/A,N/A,N/A,19,Olivia,Realdon
93,0000-0003-2157-8760,0000-0003-2157-8760,University of Insubria,APPROVED,Associate Professor,N/A,N/A,62,Federico ,PASQUARE' MARIOTTO
94,0000-0002-2855-1221,0000-0002-2855-1221,N/A,APPROVED,N/A,N/A,N/A,2,Riccardo,Romanello
95,0000-0001-6797-6284,0000-0001-6797-6284,"Institute of Information Transmision Problems named after A.A. Kharkevich, RAS",APPROVED,senior researcher/head of sector,2015,"color, color computer vision, illumination estimation, color reproduction, hough transform, fast hough transform",6,Egor,Ershov
96,0000-0003-1131-5238,0000-0003-1131-5238,N/A,APPROVED,N/A,N/A,N/A,0,Liadh,Kelly
97,0000-0002-8534-4413,0000-0002-8534-4413,University of Milan,APPROVED,,N/A,N/A,51,Raffaella,Lanzarotti
98,0000-0001-7432-4284,0000-0001-7432-4284,Istituto Nazionale di Fisica Nucleare,APPROVED,Postdoctoral Fellow,2021,"Computer Vision, Neural Networks, CNNs, Deep Learning, Anomaly Detection, Industrial Quality Inspect",14,Flavio,Piccoli
99,0000-0002-1381-8528,0000-0002-1381-8528,University of Pavia,APPROVED,"M.D., Ph.D.",2018,N/A,61,Sabino,Luzzi
100,0000-0002-9445-4809,0000-0002-9445-4809,Fraunhofer Portugal Research,APPROVED,,2015,N/A,33,Marília,Barandas
101,0000-0003-3040-9539,0000-0003-3040-9539,Universita degli Studi di Milano-Bicocca,APPROVED,PostDoc,2017,N/A,20,Marco,Previtali
102,0000-0002-1087-4866,0000-0002-1087-4866,Khalifa University,APPROVED,Senior Researcher,2020,N/A,3,Corrado,Mio
103,0000-0002-7281-7218,0000-0002-7281-7218,N/A,APPROVED,N/A,N/A,N/A,53,Silvia,Lanfranconi
104,0000-0001-7190-761X,0000-0001-7190-761X,N/A,APPROVED,N/A,N/A,N/A,6,Valery,Starovoitov
105,0000-0001-7623-8419,0000-0001-7623-8419,N/A,APPROVED,N/A,N/A,N/A,9,Gloria,Pietropolli
106,0000-0001-9411-1729,0000-0001-9411-1729,UiT Norges arktiske universitet,APPROVED,Professor,2019,N/A,92,Giuliana,Panieri
107,0000-0001-9983-2330,0000-0001-9983-2330,N/A,APPROVED,N/A,N/A,N/A,9,Gabriele,Sottocornola
108,0000-0003-1885-500X,0000-0003-1885-500X,University of Warwick,APPROVED,Professor,2018,N/A,174,Xavier,Didelot
109,0000-0002-7203-4176,0000-0002-7203-4176,Fondazione IRCCS Istituto Nazionale dei Tumori,APPROVED,,1989,N/A,172,Roberto,Luksch
110,0000-0002-2828-782X,0000-0002-2828-782X,Università Vita-Salute San Raffaele Facoltà di Medicina e Chirurgia,APPROVED,Professor,2021,N/A,77,Rossella,Tomaiuolo
111,0009-0003-0221-0693,0009-0003-0221-0693,N/A,APPROVED,N/A,N/A,N/A,1,ABEDNEGO WAMUHINDO,KAMBALE
112,0000-0002-2234-0845,0000-0002-2234-0845,Vrije Universiteit Amsterdam,APPROVED,,N/A," software engineering, software architecture, service orientation, Green and sustainable software",40,Patricia,Lago
113,0000-0003-4610-2427,0000-0003-4610-2427,N/A,APPROVED,N/A,N/A,N/A,69,Paolo,Miotto
114,0000-0003-3144-0124,0000-0003-3144-0124,HUMANITAS UNIVERSITY,APPROVED,Docenti di ruolo di Ia fascia,2020," cancer,  hematology",489,Carmelo,Carlo-Stella
115,0000-0002-4234-5336,0000-0002-4234-5336,Fraunhofer Portugal ,APPROVED,Senior Researcher,2019,"Machine Learning, Deep Learning, Artificial Intelligence, Computer Vision, Multimodal Data ",38,André,Carreiro
116,0000-0001-5172-3442,0000-0001-5172-3442,N/A,APPROVED,N/A,N/A,N/A,0,Trent,Faultless
117,0000-0002-4022-7424,0000-0002-4022-7424,Universidade Nova de Lisboa,APPROVED,Full Professor,2024,N/A,184,Hugo,Gamboa
118,0000-0002-1076-0076,0000-0002-1076-0076,N/A,APPROVED,N/A,N/A,"Software Engineering, Service Oriented Architecture, Software Testing, Model Driven Engineering",0,GUGLIELMO,DE ANGELIS
119,0000-0003-3088-0339,0000-0003-3088-0339,Universita della Svizzera Italiana,APPROVED,Professor,2018,"Software engineering, Software testing and verification",220,Paolo,Tonella
120,0000-0003-2577-0039,0000-0003-2577-0039,N/A,APPROVED,N/A,N/A,N/A,21,Irene Alice,Chicchi Giglioli
121,0000-0002-6145-5274,0000-0002-6145-5274,N/A,APPROVED,N/A,N/A,MRI,88,francesca,baglio
122,0000-0002-7275-0738,0000-0002-7275-0738,Universität Hohenheim,APPROVED,Tenure Track Professor,2020,N/A,65,Christian,Krupitzer
123,0009-0001-7729-0574,0009-0001-7729-0574,N/A,APPROVED,N/A,N/A,N/A,1,Vincenzo,Giandomenico
124,0000-0001-8786-2276,0000-0001-8786-2276,University of Milano-Bicocca,APPROVED,PostDoc,2022,N/A,0,LUCA,DENTI
125,0000-0003-3988-3616,0000-0003-3988-3616,N/A,APPROVED,N/A,N/A,N/A,0,maura,arosio
126,0000-0003-3665-1609,0000-0003-3665-1609,"Universita` degli Studi di ROMA ""La Sapienza""",APPROVED,Docenti di ruolo di IIa fascia,2019,N/A,150,TERESA,VILLANI
127,0000-0003-2048-2468,0000-0003-2048-2468,N/A,APPROVED,N/A,N/A,CircleU,279,Antonio,Brogi
128,0000-0002-1906-2223,0000-0002-1906-2223,N/A,APPROVED,N/A,N/A,N/A,0,Barbara,Zarino
129,0000-0003-2063-218X,0000-0003-2063-218X,N/A,APPROVED,N/A,N/A,N/A,35,ANDREA,BRUNELLO
130,0000-0001-6636-2619,0000-0001-6636-2619,N/A,APPROVED,N/A,N/A,N/A,5,DONATELLA,TREPPIEDI
131,0000-0002-6913-1442,0000-0002-6913-1442,IRCCS Humanitas Research Hospital,APPROVED,,N/A,N/A,207,Pierina,Navarria
132,0000-0003-3634-2582,0000-0003-3634-2582,IRCCS Humanitas Research Hospital,APPROVED,,N/A,N/A,108,FRANCESCA,LOBEFALO
133,0000-0002-0181-4618,0000-0002-0181-4618,N/A,APPROVED,N/A,N/A,N/A,179,CLAUDIO,BANDI
134,0000-0002-4805-5516,0000-0002-4805-5516,Libera Università di Bolzano,APPROVED,Full professor,2019,N/A,85,Markus,Zanker
135,0000-0003-0495-1308,0000-0003-0495-1308,Università degli Studi di Modena e Reggio Emilia,APPROVED,Associate Professor of Statistics,2024,"Bayesian methods, graphical models",28,Luca,La Rocca
136,0009-0002-6969-1500,0009-0002-6969-1500,N/A,APPROVED,N/A,N/A,N/A,1,Elena,Masserini
137,0000-0002-7154-8140,0000-0002-7154-8140,European Institute of Oncology,APPROVED,,2016,N/A,57,Enrico,Derenzini
138,0000-0002-8552-8976,0000-0002-8552-8976,European Bioinformatics Institute,APPROVED,Head of Research,2024,"systems biology, systems biomedicine, systems pharmacology",410,Julio,Saez-Rodriguez
139,0000-0002-1682-1896,0000-0002-1682-1896,N/A,APPROVED,N/A,N/A,N/A,10,CRISTINA LIVIANA,CALDIROLI
140,0000-0002-1262-7252,0000-0002-1262-7252,Universita della Svizzera Italiana,APPROVED,Professor,2018,N/A,1,Michael,Bronstein
141,0000-0002-8102-7859,0000-0002-8102-7859,Radboud Universitair Medisch Centrum,APPROVED,PhD Candidate,2023,"Artificial Intelligence, Health and Life Sciences, Omics Analysis",3,Kirsten,van Abeelen
142,0000-0003-3523-1055,0000-0003-3523-1055,N/A,APPROVED,N/A,N/A,N/A,38,Carlo,Reverberi
143,0000-0002-4656-7155,0000-0002-4656-7155,Universität Bielefeld,APPROVED,Professor of Genome Informatics,2002,N/A,231,Jens,Stoye
144,0000-0002-6682-573X,0000-0002-6682-573X,Istituto Auxologico Italiano Istituto Scientifico San Luca,APPROVED,Physician Cardiologist,2022,N/A,12,Francesca,Heilbron
145,0009-0002-4866-0326,0009-0002-4866-0326,Fondazione IRCCS Istituto Nazionale dei Tumori,APPROVED,,2022,N/A,5,Ilaria,Cavallo
146,0000-0001-5474-9293,0000-0001-5474-9293,N/A,APPROVED,N/A,N/A,N/A,37,Elisa,Sala
147,0000-0002-6770-8332,0000-0002-6770-8332,Dublin Institute of Technology,APPROVED,,N/A,"Human Factors, Safety Management",66,Maria Chiara,Leva
148,0000-0002-2758-5841,0000-0002-2758-5841,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,APPROVED,PhD ,N/A,N/A,19,FEDERICA,MANGILI
149,0000-0003-1099-8735,0000-0003-1099-8735,Institut Pasteur,APPROVED,,2019,N/A,0,Rayan,Chikhi
