,ORCID ID,ORCID_ID,Organization,Status,Role_Title,Start_Date,Keywords,Number_of_Works,Given_Name,Family_Name
314,0000-0003-1989-5951,0000-0003-1989-5951,N/A,APPROVED,N/A,N/A,N/A,18,Zayer,Fakhreddine
315,0000-0001-7755-0893,0000-0001-7755-0893,Università degli Studi di Modena e Reggio Emilia Dipartimento di Scienze Fisiche Informatiche e Matematiche,APPROVED,Dottorando,2019,N/A,7,Gianluca,D'Addese
316,0000-0001-7393-892X,0000-0001-7393-892X,Ospedale Maggiore Policlinico,APPROVED,MD,2013,N/A,8,Stefano,Borsa
317,0000-0001-8618-6499,0000-0001-8618-6499,N/A,APPROVED,N/A,N/A,N/A,1,Riccardo,Berto
318,0000-0002-1765-863X,0000-0002-1765-863X,IRCCS Humanitas Research Hospital,APPROVED,,N/A,N/A,203,Elena,Clerici
319,0000-0001-6798-9106,0000-0001-6798-9106,Korea University,APPROVED,Professor,2006,"Bioinformatics, machine learning, drug discovery, text mining, data mining",42,Jaewoo,Kang
320,0000-0002-3769-8874,0000-0002-3769-8874,N/A,APPROVED,N/A,N/A,N/A,19,Teresa,Scantamburlo
321,0000-0002-6385-4578,0000-0002-6385-4578,Yale University School of Medicine,APPROVED,Professor of Pathology,1994,"Gastrointestinal, liver, pancreatic pathology",2,Marie,Robert
322,0000-0002-5764-7302,0000-0002-5764-7302,N/A,APPROVED,N/A,N/A,N/A,0,Apostolos,Ampatzoglou
323,0000-0003-3293-2737,0000-0003-3293-2737,IRCCS Humanitas Research Hospital,APPROVED,radiographer,N/A,N/A,3,CARMELA,GALDIERI
324,0000-0002-4517-1562,0000-0002-4517-1562,Princess Margaret Cancer Centre,APPROVED,Senior Scientist,2020,"chromatin, epigenomics, machine learning, dynamic Bayesian networks, graphical models, ChIP-seq, DNase-seq, RNA-seq, ENCODE",85,Michael,Hoffman
325,0000-0002-2624-6661,0000-0002-2624-6661,Ethiopian Public Health Institute,APPROVED,​Associate Researcher I,2005,N/A,70,Feyissa Challa,waka
326,0000-0002-4162-9070,0000-0002-4162-9070,National Research University Higher School of Economics,APPROVED,Lecturer,2019,N/A,13,Roman,Nesterov
327,0000-0002-1775-3450,0000-0002-1775-3450,N/A,APPROVED,N/A,N/A,N/A,2,Paul,Veitch
328,0000-0002-8046-7502,0000-0002-8046-7502,University of Brescia,APPROVED,Associate Professor,2023,"big data quality, linked data quality, quality assessment, semantic web, data management",34,Anisa,Rula
329,0000-0002-5055-4031,0000-0002-5055-4031,N/A,APPROVED,N/A,N/A,"Virtual Reality, Augmented Reality, eXtended Reality, Artificial Intelligent, Simulation, Semantic, Ontology",145,Marco,Sacco
330,0009-0008-8597-4491,0009-0008-8597-4491,N/A,APPROVED,N/A,N/A,N/A,1,Andrei Gabriel,Taraboi
331,0009-0004-1710-5500,0009-0004-1710-5500,University of Milano-Bicocca,APPROVED,,N/A,N/A,1,Davide Cesare,Monti
332,0000-0001-7189-4724,0000-0001-7189-4724,Consiglio Nazionale delle Ricerche,APPROVED,Research Director,1989,"Web Search, Information Retrieval, Data Mining, Machine Learning, High Performance Computing",389,Raffaele,Perego
333,0000-0003-0563-5091,0000-0003-0563-5091,Research Institute - Digital Human Rights Center,APPROVED,Senior Research and Senior Consultant,2023,N/A,11,David M.,Schneeberger
334,0000-0003-4423-2121,0000-0003-4423-2121,N/A,APPROVED,N/A,N/A,N/A,8,Alessio,Zanga
335,0000-0001-6083-8786,0000-0001-6083-8786,N/A,APPROVED,N/A,N/A,N/A,4,Simona,Panelli
336,0000-0002-6063-473X,0000-0002-6063-473X,Khalifa University of Science and Technology,APPROVED,"Director, System on Chip Center and Professor EECS",2018,"RRAM, Memristor, hardware accelerator, low power VLSI, Power Management ",281,Baker,Mohammad
337,0000-0001-9081-8401,0000-0001-9081-8401,N/A,APPROVED,N/A,N/A,N/A,0,Bruno,Gaujal
338,0000-0002-3854-7031,0000-0002-3854-7031,Instituto Politécnico Nacional,APPROVED,Associate professor B,2016,N/A,43,Iván de Jesús,Salgado-Ramos
339,0000-0002-7302-640X,0000-0002-7302-640X,N/A,APPROVED,N/A,N/A,"Similarity measures, Agreement indices, Association coefficients, Cohen's kappa, Weighted kappa, Comparing partitions",0,Matthijs,Warrens
340,0000-0001-5977-9467,0000-0001-5977-9467,Università degli Studi di Milano Dipartimento di Informatica,APPROVED,Researcher,2023,N/A,20,Mauricio,Soto Gomez
341,0000-0003-4205-8959,0000-0003-4205-8959,N/A,APPROVED,N/A,N/A,N/A,2,Francesco,Trevisani
342,0000-0001-5435-1218,0000-0001-5435-1218,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,APPROVED,Medical Oncologist,2019,N/A,163,Michele,Ghidini
343,0000-0003-1448-2808,0000-0003-1448-2808,N/A,APPROVED,N/A,N/A,N/A,0,GIANPAOLO,CARRAFIELLO
344,0000-0001-5109-9483,0000-0001-5109-9483,University of Milan,APPROVED,Ricercatori,2018,N/A,144,Roberta,Ferrucci
345,0000-0001-7447-0994,0000-0001-7447-0994,Ospedale San Raffaele,APPROVED,,2019,N/A,15,Pietro,Indelicato
346,0000-0002-7659-885X,0000-0002-7659-885X,N/A,APPROVED,N/A,N/A,N/A,44,MARCO,D'ADDARIO
347,0000-0002-6528-3457,,,TO CHECK,,,,,,
348,0000-0003-2973-5038,0000-0003-2973-5038,Ospedale San Raffaele,APPROVED,Unit Head,2008,N/A,92,Giovanni,Tonon
349,0000-0002-5911-5748,0000-0002-5911-5748,IRCCS Istituto Auxologico Italiano,APPROVED,Researcher,N/A,N/A,170,Giada,Pietrabissa
350,0000-0002-0379-3283,0000-0002-0379-3283,Università degli Studi di Milano-Bicocca,APPROVED,Professore ordinario,2021,"cardiology, echocardiography, three-dimensional,, Goal 5: Gender equality, Goal 4: Quality education, Goal 3: Good health and well-being, LS7_8 - Health services, health care research, LS7_2 - Diagnostic tools (e.g. genetic, imaging), 86.10.30 - Istituti, cliniche e policlinici universitari, Ricerca Cardiovascolare ed Ematologica, Apparati Cardiovascolare e Repiratorio, Ricerca Medica, Organi e Apparati, Goal 10: Reduced inequalities",779,Luigi,Badano
351,0000-0002-8896-5047,0000-0002-8896-5047,Polytechnic University of Turin,APPROVED,PhD student,2019,N/A,5,Stanislav,Fedorov
352,0009-0002-7428-2429,0009-0002-7428-2429,Università della Svizzera italiana,APPROVED,PhD Student,2019,N/A,2,Rahim,Heydarov
353,0000-0003-1838-018X,0000-0003-1838-018X,N/A,APPROVED,N/A,N/A,N/A,172,Hsin-Yao,Tang
354,0000-0003-3495-8471,0000-0003-3495-8471,Leiden University,APPROVED,Associate Professor,2022,"Privacy, Data Protection, Algorithmic Regulation, Automated Decision Making, AI, Intellectual Property Law, Consumer Protection Law, Human Rights Law",42,Gianclaudio,Malgieri
355,0000-0002-9691-4872,0000-0002-9691-4872,Medical University of Graz,APPROVED,,2004,N/A,139,Heimo,Müller
356,0000-0001-7491-1980,0000-0001-7491-1980,Université Grenoble Alpes,APPROVED,,2014,N/A,0,Lorraine,Goeuriot
357,0000-0003-0557-9878,0000-0003-0557-9878,N/A,APPROVED,N/A,N/A,N/A,13,Federico,Pederzolli
358,0000-0002-8959-4321,0000-0002-8959-4321,Universidad de Alcalá,APPROVED,,N/A,"Network, Exploration, Multipath, SDN, Disjoint paths ",17,Diego,Lopez-Pajares
359,0000-0002-7593-8007,0000-0002-7593-8007,University of Milano-Bicocca,APPROVED,Assistant Professor,2019,"video games, media communication, media and sexualization",12,Alessandro,Gabbiadini
360,0000-0003-3355-2170,0000-0003-3355-2170,N/A,APPROVED,N/A,N/A,N/A,54,Toni,Mancini
361,0000-0003-1277-3732,0000-0003-1277-3732,N/A,APPROVED,N/A,N/A,N/A,0,Xiaofeng,Pan
362,0000-0002-7461-6276,0000-0002-7461-6276,N/A,APPROVED,N/A,N/A,N/A,82,Francesco,LO PRESTI
363,0000-0002-0556-7650,0000-0002-0556-7650,Fondazione IRCCS Ca' Granda - Ospedale Maggiore Policlinico,APPROVED,"MD, PhD / Dirigente Medico",N/A,Pituitary Diseases; Hypogonadism,65,Emanuele,Ferrante
364,0000-0002-2851-8376,0000-0002-2851-8376,Università degli Studi di Milano-Bicocca Dipartimento di Psicologia,APPROVED,Research fellow,2020,N/A,54,Roberta,Adorni
365,0000-0003-3069-1757,0000-0003-3069-1757,N/A,APPROVED,N/A,N/A,N/A,32,Katsuhiro,Nishinari
366,0000-0002-7675-6942,0000-0002-7675-6942,N/A,APPROVED,N/A,N/A,N/A,63,Catia,Trubiani
367,0000-0002-9470-8784,0000-0002-9470-8784,Università degli Studi di Modena e Reggio Emilia,APPROVED,Associate Professor,2018,N/A,81,Riccardo,Lancellotti
368,0000-0002-6086-9838,0000-0002-6086-9838,N/A,APPROVED,N/A,N/A,N/A,9,Claudio,Rota
369,0000-0002-6352-6523,0000-0002-6352-6523,N/A,APPROVED,N/A,N/A,N/A,11,Xin,Li
370,0000-0003-1383-1850,0000-0003-1383-1850,Local Healthcare Authority of Taranto,APPROVED,Executive ,2023,"Public Health, One Health, Epidemiology, Environment, Sensory Neuroscience, Aging",139,Rodolfo,Sardone
371,0000-0002-9811-000X,0000-0002-9811-000X,RISE Research Institutes of Sweden,APPROVED,Senior Researcher,2021,N/A,32,Terese,Besker
372,0000-0001-9159-1632,0000-0001-9159-1632,N/A,APPROVED,N/A,N/A,N/A,39,Nicola Ivan,Lorè
373,0000-0002-0901-0251,0000-0002-0901-0251,N/A,APPROVED,N/A,N/A,N/A,36,ENRICO,MAGLI
374,0009-0002-3918-0099,0009-0002-3918-0099,University of Milano-Bicocca,APPROVED,,N/A,N/A,1,Michela,Oltolini
375,0000-0002-6993-5440,0000-0002-6993-5440,University of Wrocław,APPROVED,associate professor,N/A,Algorithms,58,Paweł,Gawrychowski
376,0000-0003-2703-9274,0000-0003-2703-9274,University of California Davis,APPROVED,Assistant Professor,2015,N/A,51,Fereydoun,Hormozdiari
377,0000-0003-3515-3384,0000-0003-3515-3384,Tessera Therapeutics,APPROVED,Director,2023,"Gene therapy, Hematopoietic stem cell dynamics, Bioinformatics, Hematopoietic reconstitution, Retroviral vector integration sites",42,Andrea,Calabria
378,0000-0001-5885-9297,0000-0001-5885-9297,The University of Auckland,APPROVED,Senior Lecturer,2021,"Software Engineering, Software Testing, Test Automation, Metamorphic Testing, Machine Learning Testing",30,Valerio,Terragni
379,0000-0003-1477-1888,0000-0003-1477-1888,Tempus Labs,APPROVED,SVP Cancer Genomics,2021,"Cancer genomics, Computational biology",107,Justin H,Guinney
380,0000-0002-1832-4578,0000-0002-1832-4578,N/A,APPROVED,N/A,N/A,N/A,0,Jagadish,ghosh
381,0000-0002-4613-8115,0000-0002-4613-8115,N/A,APPROVED,N/A,N/A,N/A,0,Federico,Moiraghi Motta
382,0000-0002-3018-0140,0000-0002-3018-0140,University of Groningen,APPROVED,,2020,"machine learning, natural language processing, software classification, program comprehension",9,Cezar,Sas
383,0000-0003-2324-7164,0000-0003-2324-7164,N/A,APPROVED,N/A,N/A,N/A,7,Valentina,Crippa
384,0000-0001-7605-9592,0000-0001-7605-9592,The Wistar Institute,APPROVED,Assistant Professor,N/A,N/A,62,Aaron,Goldman
385,0000-0002-4329-0234,0000-0002-4329-0234,Georgia State University,APPROVED,Assistant Professor,2020,N/A,39,Murray,Patterson
386,0000-0003-4760-8702,0000-0003-4760-8702,N/A,APPROVED,N/A,N/A,N/A,162,Mao,Ye
387,0000-0002-7738-997X,0000-0002-7738-997X,IRCCS Humanitas Research Hospital,APPROVED,Medical Doctor,2017,N/A,43,Chiara,de Philippis
388,0000-0001-6415-1535,0000-0001-6415-1535,San Raffaele Hospital,APPROVED,Head of Unit,2003,N/A,0,Daniela Maria,Cirillo
389,0000-0003-2618-3661,0000-0003-2618-3661,Fondazione Don Carlo Gnocchi,APPROVED,Research Coordinator,N/A,N/A,56,Marzia,Bedoni
390,0000-0002-1934-5899,0000-0002-1934-5899,N/A,APPROVED,N/A,N/A,N/A,8,lorenzo,famiglini
391,0000-0002-2374-346X,0000-0002-2374-346X,N/A,APPROVED,N/A,N/A,N/A,29,Wojciech,Palubicki
392,0000-0002-5769-1311,0000-0002-5769-1311,N/A,APPROVED,N/A,N/A,N/A,0,Maurizio,Toccu
393,0009-0006-3748-9198,0009-0006-3748-9198,Satispay,APPROVED,Software Engineer,2023,N/A,0,Vincenzo,Corso
394,0000-0002-1739-8110,0000-0002-1739-8110,N/A,APPROVED,N/A,N/A,N/A,71,SILVIA ELENA,CORCHS
395,0000-0001-8522-6882,0000-0001-8522-6882,Fondazione IRCCS Istituto Nazionale dei Tumori,APPROVED,,2017,N/A,31,Alice,Bernasconi
396,0000-0002-0443-6114,0000-0002-0443-6114,The University of Manchester,APPROVED,,N/A,"systems biology, non equilibrium thermodynamics, control analysis, silicon cell, ISBE, bioenergetics",744,Hans,Westerhoff
397,0000-0003-3702-9694,0000-0003-3702-9694,University of Portsmouth,APPROVED,Reader in Engineering Geomorphology and Natural Hazards,N/A,N/A,1,Malcolm Christopher Zordan,Whitworth
398,0000-0002-0931-1345,0000-0002-0931-1345,N/A,APPROVED,N/A,N/A,N/A,25,Ding,Liu
399,0000-0002-2261-9926,0000-0002-2261-9926,N/A,APPROVED,N/A,N/A,N/A,7,VIVIANA,MASCARDI
400,0000-0001-9579-5341,0000-0001-9579-5341,University of Turin,APPROVED,Professor of Neurology,2016,N/A,439,Adriano,Chio
401,0000-0003-0776-361X,0000-0003-0776-361X,Stanford University,APPROVED,Postdoctoral Researcher,2022,N/A,49,FEDERICO,BIANCHI
402,0000-0003-3337-233X,0000-0003-3337-233X,University of Toronto,APPROVED,Professor,N/A,"statistics, health services research, clinical epidemiology, propensity score, observational studies",473,Peter,Austin
403,0000-0003-1952-4544,0000-0003-1952-4544,N/A,APPROVED,N/A,N/A,N/A,1,Peijie,Dong
404,0000-0002-6356-7026,0000-0002-6356-7026,N/A,APPROVED,N/A,N/A,N/A,13,FEDERICA,ADOBBATI
405,0000-0003-3520-4022,0000-0003-3520-4022,Università degli Studi di Milano-Bicocca,APPROVED,Professore emerito,2019,"Bioinformatics, Systems Biology, Machine Learning, Cellular Automata",449,Giancarlo,Mauri
406,0000-0002-7729-6976,0000-0002-7729-6976,Technical University of Denmark,APPROVED,,N/A,N/A,159,José,Soler
407,0000-0001-8695-649X,0000-0001-8695-649X,IRCCS Ospedale San Raffaele,APPROVED,"Area Coordinator, Innovation Lab",2017,"epigenetics, genomics, next generation sequencing, single cell analysis",20,Francesca,Giannese
408,0000-0001-5531-3854,0000-0001-5531-3854,Università degli Studi di Macerata Dipartimento di Economia e Diritto,APPROVED,RTDA Researcher,2023,N/A,65,MAURO MARIA,BALDI
409,0000-0002-8687-052X,0000-0002-8687-052X,University of Zurich,APPROVED,Senior Research Associate and Group Coordinator,2019,"Software Engineering, Machine Learning, Cloud Computing, Evolutionary Computation",29,Pasquale,Salza
410,0000-0003-3425-2823,0000-0003-3425-2823,University of Milano-Bicocca,APPROVED,Ph.D. student,2021,N/A,3,Jorge Eduardo,Avila Cartes
411,0009-0000-1420-9946,0009-0000-1420-9946,N/A,APPROVED,N/A,N/A,N/A,4,Martina,Mattioli
412,0000-0003-2721-4888,0000-0003-2721-4888,N/A,APPROVED,N/A,N/A,N/A,14,Nicola,Calonaci
413,0000-0001-8842-9730,0000-0001-8842-9730,N/A,APPROVED,N/A,N/A,N/A,142,Paraskevi,Nomikou
414,0000-0002-5816-6316,0000-0002-5816-6316,Universita' di Milano Bicocca,APPROVED,Ricercatori a tempo determinato,2022,N/A,64,Fallati,Luca
415,0000-0002-7692-7203,0000-0002-7692-7203,Università Ca' Foscari,APPROVED,Associate Professor,2021,"Systems Biology, Synthetic Biology, High Performance Computing, GPGPU Computing, Soft Computing, Fuzzy Logic, Evolutionary Computation, Swarm Intelligence",37,Marco,Nobile
416,0000-0001-6252-9944,0000-0001-6252-9944,N/A,APPROVED,N/A,N/A,N/A,9,Andreea Liliana,Serban
417,0000-0002-3210-3990,0000-0002-3210-3990,Tampere University,APPROVED,Associate Professor,2020,"Empirical Software Engineering, Software Maintenance and Evolution, Software Quality, Software Measurement, Agile Methods, Open Source Adoption",154,Davide,Taibi
418,0000-0002-1710-3466,0000-0002-1710-3466,N/A,APPROVED,N/A,N/A,N/A,5,BRUNO,GUINDANI
419,0009-0000-3153-0977,0009-0000-3153-0977,University of Milan,APPROVED,PhD Student,2022,N/A,2,Lodovico,Sterzi
420,0000-0002-5091-3030,0000-0002-5091-3030,Khalifa University of Science Technology and Research,APPROVED,,2014,N/A,9,Nawaf,Almoosa
421,0009-0008-0787-9456,0009-0008-0787-9456,N/A,APPROVED,N/A,N/A,N/A,1,Luca,Cavenaghi
422,0000-0002-6087-2666,0000-0002-6087-2666,N/A,APPROVED,N/A,N/A,N/A,62,DANIELE,RAMAZZOTTI
423,0000-0001-7062-5143,0000-0001-7062-5143,Università degli Studi di Milano,APPROVED,prof,N/A,N/A,88,gianluca,tartaglia
424,0000-0003-2415-4592,0000-0003-2415-4592,"Democritus University of Thrace, School of Engineering",APPROVED,Professor (Assoc.),N/A,"Information Retrieval, Databases",61,Avi,Arampatzis
425,0000-0003-2978-1704,0000-0003-2978-1704,Politecnico di Milano,APPROVED,Full Professor,N/A,N/A,17,Giuseppe,Baselli
426,0000-0002-1789-1706,0000-0002-1789-1706,N/A,APPROVED,N/A,N/A,N/A,69,Clelia,De Felice
427,0000-0001-5824-6802,0000-0001-5824-6802,The Wistar Institute,APPROVED,,2018,N/A,6,IRENE,BERTOLINI
428,0000-0002-4198-3723,0000-0002-4198-3723,Università E-Campus,APPROVED,Phd Candidate,2020,N/A,22,Valentina,Mancuso 
429,0000-0002-6482-4768,0000-0002-6482-4768,N/A,APPROVED,N/A,N/A,N/A,0,Nicoletta,Noceti
430,0000-0001-9548-8720,0000-0001-9548-8720,Glassform.ai,APPROVED,SW,N/A,N/A,1,Matteo,Mazzola
431,0000-0003-0573-7178,0000-0003-0573-7178,N/A,APPROVED,N/A,N/A,"sociology, cybernetics, interdisciplinarity",4,Roberto,Carradore
432,0000-0001-6831-3044,0000-0001-6831-3044,N/A,APPROVED,N/A,N/A,N/A,8,Umberto,Restelli
433,0009-0006-6821-3987,0009-0006-6821-3987,University of Milano-Bicocca,APPROVED,Student,2021,N/A,1,Giacomo,Pracucci
434,0000-0002-9370-2663,0000-0002-9370-2663,TU Wien,APPROVED,Professor,2021,"computer graphics, real-time rendering, procedural modeling, point-based graphics, computational design",187,Michael,Wimmer
435,0000-0001-5303-8481,0000-0001-5303-8481,Universita' degli Studi di Bergamo,APPROVED,Ricercatori a tempo determinato,2023,N/A,69,CLAUDIO,MENGHI
436,0000-0003-0571-8460,0000-0003-0571-8460,Istituto Giannina Gaslini,APPROVED,,N/A,N/A,230,Riccardo,Haupt
437,0000-0001-6419-3946,0000-0001-6419-3946,N/A,APPROVED,N/A,N/A,N/A,117,Elio,Salvadori
438,0000-0002-7277-1205,0000-0002-7277-1205,N/A,APPROVED,N/A,N/A,N/A,0,Chiara,Pesenti
439,0000-0003-2287-0229,0000-0003-2287-0229,N/A,APPROVED,N/A,N/A,N/A,28,Santosh,Anand
440,0000-0003-3288-0631,0000-0003-3288-0631,University of Turin,APPROVED,Assistant Professor,2020,N/A,46,Tiziana,Sanavia
441,0000-0001-8294-8070,0000-0001-8294-8070,University of Colorado Anschutz Medical Campus,APPROVED,Associate Professor,2023,"Mitochondria, Metastasis, Prostate Cancer, Hsp90, Integrated Stress Response",61,M. Cecilia,Caino
442,0000-0002-8385-9296,0000-0002-8385-9296,Humanitas University,APPROVED,Associate Professor,2017,N/A,56,Roberto,Rusconi
443,0000-0001-8924-9889,0000-0001-8924-9889,N/A,APPROVED,N/A,N/A,N/A,0,Davide,Mazzini
444,0000-0003-1234-783X,0000-0003-1234-783X,N/A,APPROVED,N/A,N/A,N/A,21,LUCA,GRECI
445,0000-0002-9089-5957,0000-0002-9089-5957,N/A,APPROVED,N/A,N/A,N/A,68,Rocco,Zaccagnino
446,0000-0001-6850-6866,0000-0001-6850-6866,N/A,APPROVED,N/A,N/A,N/A,12,Daniele,DI LERNIA
447,0000-0001-5569-3359,0000-0001-5569-3359,N/A,APPROVED,N/A,N/A,N/A,32,Davide,Orlandi
448,0000-0002-6238-3858,0000-0002-6238-3858,N/A,APPROVED,N/A,N/A,"Telecommunication, Network services, Network Protocols, Software Defined Networking, SDN",1,Angelos,Mimidis-Kentis
449,0000-0001-7078-745X,0000-0001-7078-745X,University of Toronto,APPROVED,Professor of Medicine,2006,N/A,348,Douglas,Lee
450,0000-0002-0915-3711,0000-0002-0915-3711,Istituto Nazionale di Geofisica e Vulcanologia,APPROVED,Senior Technologist,1997,"Electronics, Informatics, Data Base",58,Danilo,Reitano
451,0000-0001-6705-1716,0000-0001-6705-1716,IRCCS Ospedale San Raffaele,APPROVED,Researcher,2020,N/A,29,Francesca,Saluzzo
452,0000-0003-3256-0793,0000-0003-3256-0793,University of Milano-Bicocca,APPROVED,Postdoctoral researcher,2017,active tectonics,69,FABIO LUCA,BONALI
453,0009-0002-6989-9117,0009-0002-6989-9117,ICIPE,APPROVED,Graduate Research,2021,N/A,3,stephen ,kuria
454,0000-0002-4788-1875,0000-0002-4788-1875,Istituti Clinici Scientifici Maugeri SpA IRCCS Milano,APPROVED,Director,2022,"Amyotrophic lateral sclerosis, Neuromuscular diseases, Tarlov's Cysts, Innovation Technology",189,Christian,Lunetta
455,0000-0003-2925-527X,0000-0003-2925-527X,N/A,APPROVED,N/A,N/A,N/A,3,Davide,Farinati
456,0000-0003-0745-6046,0000-0003-0745-6046,Yale University School of Medicine,APPROVED,,N/A,"Human Genetics, Biological Psychiatry, Complex Traits, Evolutionary Biology",182,Renato,Polimanti
457,0000-0003-2025-2830,0000-0003-2025-2830,N/A,APPROVED,N/A,N/A,N/A,16,Matúš,Dohál
458,0000-0002-3140-7909,0000-0002-3140-7909,Teesside University,APPROVED,,N/A,"Machine learning, Metabolism, Flux balance analysis, Genome-scale models, Multi-objective optimization, Multimodal learning, Multi-omics",100,Claudio,Angione
459,0000-0002-0229-0465,0000-0002-0229-0465,University of Modena and Reggio Emilia,APPROVED,Full Professor,2019,N/A,102,Roberto,Montemanni
460,0000-0002-3012-1394,0000-0002-3012-1394,Illumina (United States),APPROVED,,2022,N/A,28,Massimiliano,Rossi
461,0000-0001-8298-4792,0000-0001-8298-4792,University of Milan,APPROVED,Research Associate,N/A,N/A,11,francesco,comandatore
462,0000-0001-7362-3530,0000-0001-7362-3530,IRCCS Ospedale San Raffaele,APPROVED,Senior Bioinformatics Scientist,2020,N/A,22,Chiara,Balestrieri
463,0000-0003-1040-540X,0000-0003-1040-540X,University of Neuchâtel,APPROVED,,N/A,N/A,25,Maike E.,Debus
464,0000-0003-3383-3298,0000-0003-3383-3298,University of Groningen,APPROVED,Ph.D. Student,2018,N/A,7,Darius,Sas
465,0000-0002-1229-5219,0000-0002-1229-5219,N/A,APPROVED,N/A,N/A,N/A,1,Andrea,Biaggi
466,0000-0002-6740-8620,0000-0002-6740-8620,Università degli Studi di Brescia,APPROVED,Associate Professor,2023,N/A,52,Angela,Locoro
467,0009-0006-9725-2045,0009-0006-9725-2045,N/A,APPROVED,N/A,N/A,N/A,2,Stefano,Locci
468,0000-0002-8445-395X,0000-0002-8445-395X,University of Genoa,APPROVED,Associate Professor,2019,N/A,233,Luca,Oneto
469,0000-0001-6219-8444,0000-0001-6219-8444,N/A,APPROVED,N/A,N/A,N/A,13,Leonardo,Crespi
470,0000-0002-1933-6415,0000-0002-1933-6415,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,APPROVED,,2011,Flow Cytometry; Cell Sorting; Immunology; HCC; Chemoresistance; Cancer Stem Cells,45,Elena,Trombetta
471,0000-0001-6571-327X,0000-0001-6571-327X,N/A,APPROVED,N/A,N/A,N/A,86,Aman,Singh
472,0000-0001-7118-5186,0000-0001-7118-5186,N/A,APPROVED,N/A,N/A,N/A,57,OMBRETTA,MELAIU
473,0000-0001-9393-3077,0000-0001-9393-3077,Universitat Politècnica de València,APPROVED,Researcher,2001," Parallel Computing, Cloud Computing,  Grid Computing,  Green Computing",37,Miguel,Caballer
474,0000-0002-4222-4788,0000-0002-4222-4788,University of California Davis,APPROVED,,2017,N/A,4,Parsoa,Khorsand
475,0000-0001-9144-3074,0000-0001-9144-3074,N/A,APPROVED,N/A,N/A,N/A,20,ROSALBA,ZIZZA
476,0000-0003-3872-8964,0000-0003-3872-8964,University of Siena,APPROVED,Director of Cardiovascular Disease Fellowship Program,2020,"Cardiology, Heart Failure, Echocardiography",366,Matteo,Cameli
477,0000-0001-5454-2428,0000-0001-5454-2428,University of Twente,APPROVED,,N/A,"Artificial Intelligence, Model-based Diagnosis, Bayesian Networks, Machine Learning",364,Peter,Lucas
478,0009-0002-9750-2762,0009-0002-9750-2762,N/A,APPROVED,N/A,N/A,N/A,2,Ketai,Qiu
479,0000-0002-3643-6493,0000-0002-3643-6493,University College London,APPROVED,Lecturer (Asst. Prof.) in Machine Learning,2019,N/A,34,Aldo,Lipani
480,0000-0002-6010-5619,0000-0002-6010-5619,Istituto Giannina Gaslini,APPROVED,Researcher,2019,"Clinical bioinformatics, Machine learning, Neuroblastoma, Hypoxia, Pediatric diseases",43,Davide,Cangelosi
