ORCID ID,Given_Name,Family_Name,Role,Keywords,Organization,H Index,Citations
0000-0002-7285-7885,In Sock,Jang,Directer,Nessuna,Prometheus Biosciences,,
0000-0002-4851-1374,HSIH-TE,YANG,Sr. Oncology Bioinformatcian,"Precision Oncology, Bioinformatics, Cancer Data Science, Drug Discovery, Antibody and Vaccine for Virus Infection",Atrium Health,12,1248
0000-0002-9290-7894,Nicolas,Rodriguez,,"SBML, bioinformatics, European Bioinformatics Institute, Babraham Institute",Babraham Institute,35,6928
0000-0002-4195-6397,Anna,Guidetti,,Nessuna,Università degli Studi di Milano,,
0000-0001-5199-1754,Eduardo ,Ballester,,Nessuna,Professor de Carcinicultura - Universidade Federal do Paraná - UFPR,25,2761
0000-0003-3131-4005,Hari,Sharma,,Nessuna,International Crops Research institute for the Semi-Arid Tropics (ICRISAT),57,14215
0000-0001-9530-7504,Manuela,Helmer-Citterich,professor,Nessuna,University of Rome Tor Vergata,45,9312
0000-0003-3915-0404,Alicia,Amadoz,," Molecular epidemiology,  Population genetics,  Systems biology,  Evolutionary biology,  Biological pathways, Computational biology,  Functional genomics, Bioinformatics",Igenomix SL,18,1597
0000-0003-4938-1935,Zhengyang,Liu,,Nessuna,"CPES, Virginia Tech",25,3579
0000-0001-5697-1656,Jiaming,LIU,,Nessuna,"Distinguished Professor, Northrop Grumman Optoelectronics Chair in EE, UCLA",65,15894
0000-0002-9067-1531,John,Sullivan,Scientist,Nessuna,Los Alamos National Laboratory,94,39693
0000-0002-7211-8724,Simone,Bianco,,Nessuna,"Associate Professor, University of Milano-Bicocca",36,5865
0000-0003-2518-5147,Jing,Lin,,Nessuna,Shenzhen University,86,26175
0000-0001-7140-0130,Ruikang,Xu,,Nessuna,University of Science and Technology of China,13,402
0000-0003-3837-2929,Ulrike,Wittig,Resident,Nessuna,Universitätsklinikum Krems,21,1541
0000-0001-5442-2063,Hong,Tran,,Nessuna,"Professor of Translation Studies, Chinese University of Hong Kong (Shenzhen)",35,11717
0009-0009-2413-5149,Giovanni Donato,Gallo,,Nessuna,Unknown affiliation,1,1
0000-0003-1739-5910,Deyu,Meng,,Nessuna,"Professor, Xi'an Jiaotong University",75,32799
0000-0001-9218-6452,Salim,Bougouffa,Senior Computational Biologist,Nessuna,King Abdullah University of Science and Technology (KAUST),26,2351
0000-0003-0372-7232,Angelo Francesco,Gambino,Post-doc,Nessuna,Università degli Studi di Cagliari,,
0000-0002-1411-9091,Viviana ,Arrigoni,Research Fellow,Nessuna,Sapienza University of Rome,4,91
0000-0003-1563-8130,SARWAN,ALI,,Nessuna,"Ph.D. Student, Georgia State University",15,757
0000-0003-3040-1860,Rached,Alkallas,,Nessuna,"Graduate Student, McGill University",8,456
0000-0001-7664-6930,Sheryl,Brahnam,,Nessuna,"Professor ITC, Missouri State University",42,6798
0000-0003-2518-0151,Ahmed,Braham,Professor of Electrical Engineering,"Fault detection, Power Electronics, Induction Motor, Electrolytic capacitors, Pattern Recognition, Support Vector Machines","National Institute of Applied Sciences and Technology, University of Carthage",13,935
0000-0001-8479-0262,Henning,Hermjakob,Team Leader,Nessuna,European Bioinformatics Institute,98,92039
0000-0001-6381-8326,konstantinos,votis,,Nessuna,Centre for Research and Technology Hellas/Information Technologies Institute (CERTH/ITI),34,4549
0000-0001-8046-9746,Jonathan,Drew,,Nessuna,"Maitre Assistant, University of Geneva",160,91915
0000-0002-1366-1399,Carole,Proctor,Lecturer,Nessuna,Newcastle University,26,2896
0000-0001-7449-2528,Sepp,Hochreiter,Head,Nessuna,Johannes Kepler Universität Linz,64,173740
0000-0001-7900-4239,Eduard,Porta-Pardo,Junior Group Leader,"Computational biology, Genomics, Cancer, Bioinformatics",Josep Carreras Leukaemia Research Institute,19,9751
0000-0003-4989-2794,Yu-Jia (Sylvia),Shiah,Bioinformatician,Nessuna,Ontario Institute for Cancer Research,,
0000-0001-9105-5960,Michael,Hucka,,"scientific computing, software interoperability, data standards, preservation of data, systems biology, cognitive science, artificial intelligence",California Institute of Technology,46,19383
0009-0008-9969-3981,Antonio,Carzaniga,,Nessuna,Università della Svizzera italiana,,
0000-0001-6905-9471,Marien,van Westen,,Nessuna,Independent researcher,3,37
0000-0002-0117-7444,Kathleen,Fisch,Assistant Professor,Nessuna,"University of California, San Diego",35,4917
0000-0002-8515-6738,Jaime Francisco,Gómez Gómez,Head,"Materials, design and design history, digital modeling",Universidad de Guadalajara,3,63
0000-0002-9691-4231,Karlo,Koscevic,,Nessuna,University of Zagreb,10,300
0000-0003-0841-6628,Mahendra,Khened,,Nessuna,Research Scholar,13,6240
0000-0003-3929-4467,Jeong-Ho,Yun,"Associate Professor, Professor (Tenured)","Periodontology, Implantology, Dentistry, Tissue Engineering",Jeonbuk National University,28,2144
0000-0001-9569-1200,Amy,Truong,,Nessuna,Sage Bionetworks,,
0000-0002-2785-2145,Songcheng,Du,,Nessuna,Unknown affiliation,4,187
0000-0002-5576-5647,Benedict,Anchang,Adjunct Investigator,Nessuna,National Cancer Institute,10,1550
0009-0009-5292-6271,Yukai,Shi,,Nessuna,Shanxi University,16,1166
0000-0002-6386-8267,Stefan,Graw,Biostatistician I,Nessuna,Everest Clinical Research,9,637
0000-0002-2509-271X,Andrea,Ruggieri,Profesor Asociado,Nessuna,Universitat Politècnica de València,19,2110
0000-0003-4345-2069,Petar,Kochovski,,Nessuna,University of Ljubljana,9,610
0000-0001-9136-2055,Alberto,Castagna,,Nessuna,Unknown affiliation,19,1504
0000-0002-6762-7989,wei,wei,,Nessuna,Anglia Ruskin University,159,229332
0000-0003-3525-9197,Brian,Funt,,Nessuna,"Professor of Computing Science, Simon Fraser University",47,11411
0000-0002-5520-2115,Ehsan,Saghapour,,Nessuna,"PhD in Biomedical Engineering, Postdoctoral Fellow at UAB",6,166
0009-0000-8794-5581,En,Chang,PhD student,Nessuna,University of Oxford,118,87817
0000-0002-1049-6391,Arseniy,Terekhin,,Nessuna,Institute for Information Transmission Problems of the Russian Academy of Sciences (Kharkevich,9,183
0000-0002-5274-3194,Kai,Zhang,,Nessuna,北京华夏春松科技有限公司,167,168740
0000-0002-9415-1971,Kris,Sankaran,,Nessuna,University of Wisconsin - Madison,19,3356
0000-0002-1145-891X,Joerg,Stelling,,Nessuna,"Department of Biosystems Science and Engineering, ETH Zurich",48,16244
0000-0002-8266-7102,Yuanhao,Cai,,Nessuna,Johns Hopkins University  |  Tsinghua University,15,1811
0000-0002-5120-7429,li,zeng,,Nessuna,"Institute of Biophysics, CAS",50,17517
0000-0002-1086-6639,Nicholas,Allen,"CEO, CO-founder",Nessuna,Ksana Health Inc.,102,48066
0009-0008-7648-6867,Bhabatosh,Chanda,,Nessuna,"Professor, Computer and Communication Science, Indian Statistical Institute",43,6520
0000-0002-5553-9666,Barbara,Huang,,Nessuna,"University of California, Santa Barbara",11,2272
0000-0003-1725-179X,Matthias,König,Junior Group Leader,"Systems Biology, Systems Medicine, Bioinformatics, Liver, Pharmacokinetics, Physiologically based pharmacokinetics (PBPK) model, Systems Biology Markup Language (SBML), CircleU, FAIR, Biology, Liver function test, Computational modelling, Mathematical modelling",Humboldt-Universität zu Berlin,34,5201
0000-0002-8308-1832,Daniele,Zuddas,Ricercatore in Geometria,Nessuna,Università degli Studi di Trieste,5,169
0000-0003-1706-5217,Weiguo,Song,,Nessuna,"Institute of Chemistry, Chinese Academy of Sciences",87,29609
0000-0003-1839-9366,FRANCESCO,EPIFANIA,,Nessuna,Università degli Studi di Milano,6,89
0000-0002-1828-2486,John,Doyle,Jean Lou Chameau Professor,Nessuna,California Institute of Technology,104,99474
0000-0002-1868-8224,Arezoo,Jahani,Assistant Professor,"Computer Network, Cloud Service, Data center, Distributed System",Sahand University of Technology,9,191
0000-0001-8584-0313,Marco,Rossignolo,,Nessuna,"Quantum Physicist, Qruise GmbH",4,724
0000-0002-9264-1280,Kedar Nath,Natarajan,,Nessuna,Technical University of Denmark,21,6383
0000-0003-2467-6884,Fabrizio,Magugliani,Strategic Planning and Business Development,Nessuna,E4 Computer Engineering SpA,,
0000-0001-7491-6095,Kyle,Roell,,Nessuna,"Data Analyst Project Manager, University of North Carolina at Chapel Hill",10,873
0000-0002-9307-3254,Falk,Schreiber,,Nessuna,"Professor, University of Konstanz and Monash University",55,12781
0000-0002-9740-0056,Jie,Liu,,Nessuna,Duke University,131,60014
0000-0001-7856-6125,Stavros,Papadopoulos,,Nessuna,"TileDB, Inc.",23,2971
0000-0002-9995-5987,Dirk,Drasdo,Directeur de Recherche,Nessuna,Inria Centre de Recherche de Paris,45,8764
0000-0001-9054-7314,Zhiwei ,Zhong,,Nessuna,City University of Hong Kong (CityU),9,316
0000-0003-0605-239X,Akira,Funahashi,Professor,"Systems Biology, Quantitative Biology, Computational Biology, Parallel Processing, Numerical Calculation, Image Processing, Machine Learning",Keio University,27,7099
0000-0002-2299-2309,Jüri,Reimand,Associate professor,Nessuna,University of Toronto,45,19310
0000-0002-0567-7075,Edda,Klipp,,Nessuna,"Professor for Theoretical Biophysics, Humboldt-Universität zu Berlin",58,14826
0000-0001-6700-7379,Or,Litany,,Nessuna,"Technion, NVIDIA",33,7259
0000-0001-9334-8513,Chiara,Fornari,Pharmacokinetic Specialist,Nessuna,Menarini Ricerche SpA,10,1143
0000-0003-2675-353X,Ariel,Chernomoretz,,"Complex systems, Systems biology, Complex networks",Unknown affiliation,24,2021
0000-0002-7928-4944,Witold,Rudnicki,Associate Professor,"bionformatics, machine learning, GPU programming",University of Białystok,23,8182
0000-0001-8203-2513,Kenneth,Jung,,Nessuna,The Hong Kong Education University,47,8563
0000-0002-6328-5926,Luigi,Celona,Dirigente Tecnologo,Nessuna,Istituto Nazionale di Fisica Nucleare,33,3794
0000-0001-7800-0674,Guocai,Chen,,Nessuna,"School of Biomedical Informatics, University of Texas",8,614
0000-0002-5440-4620,Jingdong,Liu,,Nessuna,"Research Fellow, Imperial College London",29,2873
0000-0002-4220-2474,Giulio,Spinozzi,Expert in Monitoring and Control of Complex Procedures,"Data Science, Cloud Computing, Computational Biology, Bioinformatics, Big Data, Machine Learning, Linux Certified",Regione Umbria,13,720
0000-0002-3573-5993,Aarne,Talman,,Nessuna,University of Helsinki,7,264
0000-0002-2501-9563,Sunhee,Hwang,,Nessuna,Dongyang Mirae University,11,581
0009-0004-8580-8806,Gaetano,Chiriaco,AI Applied Research,Nessuna,LINKS Foundation,,
0000-0002-7156-6621,John,Wagner,,Nessuna,University of Minnesota,114,52120
0000-0003-0553-3220,Daniel,Rotroff,Assistant Staff,Nessuna,Cleveland Clinic,36,6911
0000-0003-0491-7396,shile,zhang,,Nessuna,Guardant Health,22,9873
0000-0002-5665-0235,xiaochen,wang,,Nessuna,Shaanxi Green Wiser Environmental Protection Technology Company Limited,24,2135
0000-0002-5823-4964,Marcos V,Conde,PhD Researcher,"AI, Neural Networks, Computer Vision, Computational Photography, Image Processing, Deep Learning",Julius-Maximilians-Universität Würzburg,17,991
0000-0001-8074-7793,Roberto,Avogadro,,Nessuna,SINTEF,8,146
0000-0002-1429-1692,Zhaleh,Safikhani,,Nessuna,Post doctoral fellow,15,1545
0000-0002-8402-619X,xianming,liu,,Nessuna,XPeng Inc,17,2236
0000-0001-7558-9225,Lei Lei,Xie,,Nessuna,Northwestern Polytechnical University,52,11506
0000-0002-0037-215X,Dong-Jin,Lim,,Nessuna,U of Alabama at Birmingham,24,2769
0000-0003-0147-9378,Anna,Carobene,,Nessuna,IRCC San Raffaele Hospital,31,3287
0000-0001-6890-3650,Liangpei,Zhang,,Nessuna,"Professor, Wuhan University",141,79636
0000-0002-0785-1583,Daniele,Vigo,,Nessuna,Cambrex Profarmaco Milano,69,27496
0000-0002-7350-6593,GIOVANNI PAOLO,GIBILISCO,,Nessuna,Politecnico di Milano,8,225
0000-0002-9264-9725,Xiao,Chou,,Nessuna,Postgraduate Trainee,1,3
0000-0002-5543-0505,Cristiano,Carlomagno,Strategic R&D Manager,"Orthopedic, Nanotechnology, Research and Development, Clinical Translation",Rancate,17,737
0009-0000-7290-3549,Lorenzo,Olearo,,Nessuna,University of Milano-Bicocca,1,1
0000-0002-3617-5916,Francesco,Musumeci,,Nessuna,"Associate Professor, Politecnico di Milano, Italy",28,3543
0000-0003-3896-6911,Mahmoud,ElHefnawi,Professor,Nessuna,National Research Centre,26,2253
0009-0004-9571-1557,Chad,Allen,,Nessuna,Clemson,8,312
0000-0001-5048-1816,Nakyung,Lee,,Nessuna,Honam National Institute of Biological Resources (HNIBR),10,596
0000-0003-1695-6763,Piero,Dalle Pezze,Senior Bioinformatics Software Engineer,Nessuna,Congenica Ltd,10,983
0000-0001-5360-1262,Giovanni Andrea,La Maida,MD,Nessuna,Istituto Ortopedico Gaetano Pini,11,589
0000-0001-7518-5773,Carmelo,Messina,Assistant Professor - RTDA,Nessuna,Università degli Studi di Milano,42,5332
0000-0002-4299-0060,Davide,Ferrari,,Nessuna,modena,90,32621
0000-0002-1373-5802,PATRIZIA,STECA,,Nessuna,"Full Professor, Department of Psychology, Un. of Milan Bicocca",47,13902
0009-0000-0488-5684,Zhexin,Liang,,Computer Vision,Nanyang Technological University,4,240
0000-0002-5251-8181,Giovanni,Di Veroli,,Nessuna,"University of Cambridge, AstraZeneca",11,1549
0000-0002-0484-6631,Chang-Chang,Chen,Assistant research fellow,Nessuna,National Research Institute of Chinese Medicine,35,3584
0000-0003-1063-4157,Lijun,Cheng,,Nessuna,University of Colorado at Boulder,31,6189
0000-0002-6306-0823,Ziv,Shkedy,,Nessuna,Professor for bioinformatics/biostatostics,32,4029
0009-0002-9557-2329,SHUYI,ZHAO,Lecturer,Nessuna,Northeastern University,12,661
0000-0003-2796-9180,Sylvia,Plevritis,,Nessuna,"Professor of Biomedical Data Science, Stanford University",66,25098
0000-0001-9713-9567,Seyed Ali,Madani Tonekaboni,,Nessuna,Staff Machine Learning Scientist (Recursion Pharmaceutical),15,1049
0000-0003-4966-1013,Marco Antonio,Camillo de Carvalho,Professor Adjunto,Nessuna,Universidade do Estado de Mato Grosso,22,1795
0000-0002-1370-9401,Francesco,De Pellegrini,Professeur des Univesites,Nessuna,University of Avignon,30,8697
0000-0002-1535-0092,huaqin,he,,Nessuna,Southern University of Science and Technology,5,90
0000-0002-0088-0269,yifan,ding,,Nessuna,Soochow University,13,874
0000-0002-1961-8199,RICHARD,COLLINS,,Nessuna,University of Colorado Boulder,45,8351
0000-0001-5514-6021,Albert,Kooistra,Associate Professor,Nessuna,University of Copenhagen,32,3928
0000-0002-8315-4886,Leonidas,Guibas,,Nessuna,"Professor of Computer Science, Stanford University",153,145970
0000-0002-5759-428X,William,Denney,Chief Scientist,Nessuna,Human Predictions,110,43163
0000-0002-5770-8611,Sanchayan,Santra,,Nessuna,"Specially-Appointed Researcher/Fellow, Institute for Datability Science,Osaka University",9,538
0000-0002-2460-8892,chiara,damiani,Responsible,#museumeducation #socialinclusion #culturalmediation,Stazione Utopia,20,1142
0000-0002-9284-0802,Georgi,Kanev,Sr Computational Research Scientist,Nessuna,St. Jude Children's Research Hospital,6,874
0000-0003-4727-9435,Michel,Dumontier,Distinguished Professor,"data science, biomedical informatics, drug discovery, semantic web, ontology, intelligent systems, k",Maastricht University,60,27224
0000-0003-0374-4550,Roman,Schulte-Sasse,Senior Machine Learning Engineer,Nessuna,AIgnostics,3,236
0000-0003-3046-9814,Liang,Lin,,Nessuna,"Fellow of IEEE/IAPR, Research Director of Peng Cheng Laboratory, Professor of Computer Science, SYSU",99,37310
0000-0001-7964-2492,Fabio,Stella,Chercheur associé,Nessuna,Université de Franche-Comté,31,3664
0000-0002-7770-620X,Friederike,Ehrhart,Assistent Professor (tenured),"rare diseases, systems biology, bioinformatics, pathway and network analysis, omics data analysis, tissue engineering, neurological diseases, cell culture, tissue engineering, GMP, nanomaterials",Maastricht University,24,3586
0000-0002-1920-7883,Kwang hyun,Cho,,Nessuna,Korea Advanced Institute of Science and Technology,61,10623
0009-0008-0384-9372,Jose,Caballero caballero ,,Nessuna,Shift Lab,29,28801
0000-0002-2416-833X,Anna,Goldenberg,Senior Scientist,Nessuna,The Hospital for Sick Children,43,14896
0000-0002-1841-2615,Shuai ,Liu,,Nessuna,Nanyang Technological University,116,81964
0000-0003-2597-2204,Jaesub,Park,,Nessuna,Cambridge University,2,10
0000-0003-3774-994X,Xinbo,Gao,,Nessuna,Xidian University & CQUPT,94,42714
0009-0006-5374-7214,Yiyu,Yao,postgraduate,Nessuna,Jiangnan University,100,40977
0000-0002-2425-852X,Adam,Godzik,Professor,Nessuna,University of California Riverside School of Medicine,99,57948
0000-0002-3589-1953,Hiroaki,Kitano,Professor,Nessuna,Okinawa Institute of Science and Technology Graduate University,91,57089
0000-0002-2942-1605,Stefania,Bandini,,Nessuna,University of Milano-Biocca,35,4751
0000-0002-0389-5597,Tae Hyun,Hwang,,"Bioinformatics, Computational Biology, Machine Learning","Florida Department of Health Cancer Chair, Dept. of AI, and Immunology, Mayo Clinic",36,5451
0000-0001-6058-515X,CARLO,GAMBACORTI PASSERINI,Full Professor of Hematology,CML TKI ALK+ Lymphoma aCML NGS,Università degli Studi di Milano-Bicocca,87,40263
0000-0002-1423-1083,Gunel,Jahangirova,,Nessuna,King's College London,13,1065
0000-0002-6639-5661,ALVARO,LUQUE ARAPA,DOCENTE,Nessuna,Universidad Andina Nestor Caceres Velasquez,,
0009-0005-7088-5400,Gergana,Bounova,,Nessuna,Unknown affiliation,18,6887
0000-0001-6962-6659,Yuzhi,Wang,,Nessuna,Research Engineer @ Megvii Inc.,11,2991
0000-0001-7142-9443,Michael,Schubert,,Nessuna,Johns Hopkins University,47,12342
0000-0003-0050-5140,Robert,Kueffner,,Nessuna,Unknown affiliation,24,4716
0000-0002-8171-6056,Janelle,Noel-MacDonnell,,Nessuna,Children's Mercy Hospital,16,674
0000-0002-9876-4521,Shengfeng,Luo,,Nessuna,Southern University of Science and Technology,2,33
0000-0002-5801-7804,Marta R.,Hidalgo,,Nessuna,University of Valencia,16,1010
0000-0003-1287-1906,Yuelong,Guo,,Nessuna,Grifols (United States),18,1431
0000-0001-7729-4666,Luca,Cosmo,,Nessuna,Ca' Foscari University of Venice,20,1616
0000-0002-8035-0259,tramy,nguyen,,Nessuna,Raytheon BBN Technologies,15,882
0000-0001-5435-4750,Vladimir,Bajic,"Professor, Applied Mathematics and Computational Science; Director, Computational Bioscience Research Center"," AI/machine learning/deep learning, text- & data- & knowledge-mining, information integration,  bioinformatics, drug repositioning, diagnostic & screening & prognostic biomarkers, function inference of transcripts and proteins, metagenomics, transcriptomics, regulation",King Abdullah University of Science and Technology (KAUST),1,37
0000-0001-6183-4082,Cuong,Dang,,"Photonics, Nanophotonics, Optoelectronics, LED, Laser","Associate Professor, Nanyang Technological University (NTU)",40,5059
0000-0003-0876-1595,Alberto,Calderone,,Computer Science,Independent Researcher,39,6654
0009-0009-6363-9569,Lei,Tang,,Nessuna,Central South University,38,11304
0009-0000-4204-3955,Petra,Murinová,,Nessuna,University of Ostrava,10,500
0000-0002-5439-7918,Tatsuhiko,Tsunoda,Professor,Nessuna,The University of Tokyo,128,79768
0000-0002-6709-1627,Kuldeep,Purohit,Postdoctoral Research Associate,Nessuna,Michigan State University,22,1785
0000-0002-1438-0265,Daeseon,Choi,,Nessuna,"Dept. of Medical Information, Kongju National Univ.",20,1608
0000-0002-7699-8191,Martina,Kutmon,Assistant Professor,"Pathway analysis, Network Biology, WikiPathways, PathVisio, Cytocape, CyTargetLinker, Systems Biology, Bioinformatics",Maastricht University,26,5889
0000-0002-1634-9034,Albert A.,Antolin,Principal Investigator,Nessuna,Institut d'Investigació Biomédica de Bellvitge,18,1717
0000-0002-1179-3304,Yasi,Wang,,Nessuna,Samsung Research China-Beijing,4,1205
0000-0003-4937-9683,Michela,Seghezzi,,Nessuna,Unknown affiliation,22,1522
0000-0002-8383-3504,oscar,cornejo,,Nessuna,Departamento de Ingeniería Industrial UCSC,4,66
0009-0003-7847-7714,Hiroaki,Kitano,,Nessuna,"The Systems Biology Institute, Director / Sony Computer Science Laboratories, Inc., President and CEO / Okinawa Institute of Science and Technology, Professor",91,57089
0000-0003-4648-4648,Yoon Keun,Kwak,Professor,Nessuna,Kumoh National Institute of Technology,,
0000-0002-7600-9752,Pasura,Aungkulanon,,Nessuna,King Mongkut's University of Technology North Bangkok,10,446
0000-0002-0151-4850,Dmitry,Nikolaev,,Nessuna,"Head of the Lab at Institute for Information Transmission Problems RAS, CTO at Smart Engines",24,2900
0000-0002-4058-5213,feiyu,huang,,Nessuna,Unknown affiliation,3,168
0000-0002-2568-2381,Wolfram,Liebermeister,,Systems biology,INRAE Centre de Jouy-en-Josas,39,10696
0000-0002-2605-5080,Jonathan,Karr,Fellow,"systems biology, translational medicine, computational biology, modeling",Icahn School of Medicine at Mount Sinai,92,39714
0000-0002-8754-6377,Martin,Meier-Schellersheim,Senior Investigator / Section Chief,Nessuna,National Institute of Allergy and Infectious Diseases,30,6019
0000-0002-4833-6959,Sara,Santos,,Nessuna,"CIBIO/InBio, University of Evora",44,8270
0000-0002-9213-6903,Jinying,Huang,,Nessuna,Ningbo University of Finance and Economics,1,1
0000-0002-4845-4509,ANNA,FERRARI,,Nessuna,HZDR (Helmholtz-Zentrum Dresden-Rossendorf),46,7871
0000-0002-1856-2330,Nazem,Atassi,"Head, Early Neuro Development ",Nessuna,Sanofi Genzyme,37,4814
0000-0002-8312-6295,Francesco,Giuliani,,Nessuna,Head of Innovation & Research,22,1536
0000-0002-5381-8418,Alexander,Chatzigeorgiou,,Nessuna,"Professor of Software Engineering, University of Macedonia",44,7564
0000-0001-5791-1217,Stuart,SEALFON,,Nessuna,Icahn School of Medicine at Mount Sinai,76,21444
0009-0009-4538-4494,I-Hsiang,Chen,,Nessuna,National Taiwan University,10,607
0000-0002-8041-8524,Jeremy,Ash,AI/ML Drug Discovery Data Scientist,Nessuna,Janssen Research and Development,9,656
0000-0002-9224-754X,ERALDO,PAULESU,Full Professor of Cognitive Neuroscience,Nessuna,Universita degli Studi di Milano-Bicocca,61,24114
0000-0002-2558-2911,Wenwen,Min,Associate Professor,"Deep Learning, Machine Learning, Bioinformatics, AI in Computational Biology",Yunnan University,10,596
0000-0002-9067-0918,Hoifung,Poon,,Nessuna,"General Manager, Microsoft Health Futures",43,12493
0009-0003-5682-3129,Aziz Ali,Khan,Research Fellow,"Food security, rural livelihoods, medicinal and aromatic plants, degradation, Juniper forests,, indigenous knowledge, social resilience,, Yak, pastoralists, snow leopard, Chitral, Badakhshan, Afghanistan, Pamir region, Tajikistan, environmental degradation, climate change, effects and impacts, adaptation,","University of Central Asia Khorog, Tajikistan",24,1711
0000-0002-5458-7404,Sven,Sahle,,Nessuna,Universität Heidelberg,29,10710
0009-0005-5807-6467,jinhui,Tang,,Nessuna,Nanjing University of Science and Technology,85,29098
0000-0002-4263-3143,Fahad Shahbaz,khan,Biträdande universitetslektor,Nessuna,Linkopings universitet,101,50833
0000-0002-3348-6380,Claus,Koestler,,Nessuna,"School of Mathematical Sciences, University College Cork",9,322
0000-0001-7130-2637,Sang-Won,Lee,,Nessuna,"Professor, Graduate School of Data Science, Seoul National University",26,6270
0000-0002-5630-7189,luca',maria,,Nessuna,"Faculty of informatics, USI, IDSIA - USI-SUPSI, Artificialy SA, Lugano",77,59372
0000-0003-3713-4283,Pietro,Vinetti,,Nessuna,MBDA Italy,12,675
0009-0009-7176-6242,Georgy,Perevozchikov,Researcher (PhD),Nessuna,University of Würzburg,2,41
0000-0003-0185-8861,Gary,Bader,Professor,computational biology,University of Toronto,114,89257
0009-0000-5444-625X,Sampada,Malagi,,Nessuna,"Researcher @ Center of Excellence in Visual Intelligence, KLE Technological University",7,224
0000-0002-8246-9181,Richard,Lewis,Research Associate,"music information retrieval, musicology",Goldsmiths University of London Department of Computing,60,29945
0000-0003-3028-5150,Donatien,Chedom Fotso,,Nessuna,"Researcher in Applied Statistical Genomics, University Of Oxford",5,286
0000-0002-8529-1972,Ali ,Ebrahim,,Nessuna,Nursing,235,224168
0000-0001-5525-7418,Sylvain,Soliman,,"Computational Biology, Systems Biology, Bioinformatics, Computer Science, Formal Methods, Petri nets",Inria Saclay - Île-de-France Research Centre,25,2883
0000-0001-9819-3952,Kimberley,Hill,,Nessuna,"Professor of Anthropology, Arizona State University",76,37634
0000-0003-4848-2304,Ming-Hsuan,Yang,,Nessuna,University of California at Merced; Google DeepMind,162,139310
0000-0002-3075-0932,Raffaele,Giaffreda,,Nessuna,Fondazione Bruno Kessler,22,3443
0009-0003-2366-8791,Florin Alexandru,Vasluianu,PhD Student,Nessuna,University of Würzburg,12,500
0000-0001-7348-303X,Junqiang,Dai,,Nessuna,University of Kansas Medical Center,9,500
0000-0002-4053-6657,Frederick,Zhang,,Nessuna,Fred Hutchinson Cancer Research Center,52,11047
0000-0003-3221-6212,Hao,Jiang,,Nessuna,"Professor of SMSE, East China University of Science and Technology",87,35973
0000-0002-1134-6619,Xin,Jin,,Nessuna,"BGI & SCUT, China",42,35687
0000-0001-7847-5004,Davide,Brinati,Machine Learning Researcher - Data Scientist,Nessuna,IRCCS Istituto Ortopedico Galeazzi,1,403
0000-0002-2465-7141,NATALIA,JURISTO JUZGADO,,Nessuna,Universidad Politécnica de Madrid - Technical University of Madrid,,
0000-0003-0324-7052,Yudi,Pawitan,Professor,Nessuna,Karolinska Institutet,70,26228
0000-0003-1137-1600,Song song,Wang,,Nessuna,"Research Fellow, Institute of Physics, Academia Sinica",81,17410
0000-0002-7398-6873,Haoqiang,Fan,,Nessuna,Megvii,34,7857
0000-0002-9550-779X,Hao-Hsiang,Yang,,Nessuna,Google,18,1284
0000-0002-9818-4316,Jean-Bernard,Salomond,,Nessuna,Université Paris-Est Créteil,6,187
0000-0003-2544-0478,pengyue,zhang,,Nessuna,Uber,25,3462
0000-0002-4823-4530,Lei-Lei,Li,,Nessuna,Xi'an Shiyou University,13,632
0000-0002-3082-3214,Hyeran,Byun,,Nessuna,Yonsei University,35,5725
0000-0001-8569-3114,Sunghwan,Cho,,Nessuna,Unknown affiliation,23,2436
0000-0002-7995-520X,Allen,Kim,,Nessuna,"Director, Molecular Biology, Allen Institute for Brain Science",16,14372
0000-0001-5317-2111,Melaine A,Kuenemann,Postdoctoral Research Associate,Nessuna,North Carolina State University,,
0000-0002-7795-4422,Doaa,Altarawy,,Nessuna,Lead Data Scientist,10,2329
0000-0001-7099-0394,kiseong,kim,,Nessuna,namsang dental clinic,3,210
0000-0002-5394-7324,barış,özcan,M.D. / general surgeon / surgical oncology,Nessuna,Memorial&Medstar Oncology Group /Medstar Antalya Hospital,8,248
0000-0002-4725-9963,Wenyi,Tang,,Nessuna,Sichuan University,7,156
0000-0002-1202-0194,Marina Jeaneth,Machicao Justo,Pósdoutorado,"Deep Learning, Data Science, Big Data, Complex Networks, Network Automata",Universidade de São Paulo Escola Politécnica,,
