Doi,Title,Year,Type,Url,Authors,Topic,Subfield,Field,Domain,Cites,Cited_by,Keywords,Abstract
10.1109/ICST53961.2022.00017,Testing Software in Production Environments with Data from the Field,2022,conference-paper,,"0000-0001-5193-7379, 0000-0002-4591-7096, 0000-0001-8512-5029, 0000-0002-4193-5609",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,44,4,"['Testbed', 'Software Reliability Modeling', 'Automated Testing', 'System under test']"
10.1145/3447240,A Survey of Field-based Testing Techniques,2021,journal-article,,"0000-0001-5193-7379, 0000-0001-8749-1356, 0000-0001-9307-6781, 0000-0002-1076-0076, 0000-0002-4591-7096, 0000-0003-1860-8666, 0000-0001-8512-5029, 0000-0001-6039-138X, 0000-0003-2449-1724, 0000-0002-3416-3129, 0000-0003-3088-0339",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,106,21,"['Software testing', 'Automated Testing', 'Test strategy', 'Software performance testing', 'System integration testing', 'System testing']"
10.1109/AST52587.2021.00016,An Evolutionary Approach to Adapt Tests Across Mobile Apps,2021,conference-paper,,"0000-0001-5193-7379, 0000-0001-8512-5029, 0000-0001-5885-9297, 0000-0002-8308-1832",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,49,11,"['Automated Testing', 'Search-Based Testing', 'Test Management Approach', 'Mobile apps', 'Android application']"
10.1109/ICSE-Companion52605.2021.00042,GAssert: A Fully Automated Tool to Improve Assertion Oracles,2021,conference-paper,,"0000-0001-5193-7379, 0000-0001-5885-9297, 0000-0002-1423-1083, 0000-0003-3088-0339",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,7,8,"['Assertion', 'Executable', 'Automated Testing', 'Fault Detection and Correction', 'Software Defect Prediction']"
10.1145/3468264.3473137,Health of smart ecosystems,2021,conference-paper,,"0000-0001-5193-7379, 0000-0002-4871-3734, 0000-0002-3995-8529, 0000-0002-4193-5609",Security Challenges in Smart Grid Systems,Control and Systems Engineering,Engineering,Physical Sciences,10,2,"['Component (thermodynamics)', 'Architecting Complex Systems', 'Flexibility in System Design', 'Software Development', 'Smart objects', 'Smart environment']"
10.1145/3468264.3473137,Health of smart ecosystems,2021,conference-paper,https://doi.org/10.1145/3468264.3473137,"0000-0001-5193-7379, 0000-0002-4871-3734, 0000-0002-3995-8529, 0000-0002-4193-5609",Security Challenges in Smart Grid Systems,Control and Systems Engineering,Engineering,Physical Sciences,10,2,"['Component (thermodynamics)', 'Architecting Complex Systems', 'Flexibility in System Design', 'Software Development', 'Smart objects', 'Smart environment']"
10.1145/3449726.3462722,Improving assertion oracles with evolutionary computation,2021,conference-paper,,"0000-0001-5193-7379, 0000-0001-5885-9297, 0000-0002-1423-1083, 0000-0003-3088-0339",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,5,2,"['Assertion', 'Automated Testing']"
10.1016/j.jss.2021.111041,MeMo: Automatically identifying metamorphic relations in Javadoc comments for test automation,2021,journal-article,,"0000-0001-5193-7379, 0000-0002-9635-2400, 0000-0002-6711-3080, 0000-0001-9379-277X, 0009-0008-9969-3981",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,68,28,"['Automated Testing', 'Software Reliability Modeling', 'Fault Detection and Correction', 'Software Defect Prediction', 'Software testing', 'Scope (computer science)']"
10.1016/j.jss.2021.111041,MeMo: Automatically identifying metamorphic relations in Javadoc comments for test automation,2021,journal-article,https://doi.org/10.1016/j.jss.2021.111041,"0000-0001-5193-7379, 0000-0002-9635-2400, 0000-0002-6711-3080, 0000-0001-9379-277X, 0009-0008-9969-3981",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,68,28,"['Automated Testing', 'Software Reliability Modeling', 'Fault Detection and Correction', 'Software Defect Prediction', 'Software testing', 'Scope (computer science)']"
10.1016/j.jss.2021.110933,On introducing automatic test case generation in practice: A success story and lessons learned,2021,journal-article,,"0000-0001-5193-7379, 0000-0001-7251-1510, 0000-0001-8512-5029",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,67,13,"['Test Management Approach', 'Automated Testing', 'Dynamic Test Generation', 'Test Case Prioritization', 'Testing-Effort Dependent Models', 'Manual testing', 'Regression testing', 'Test harness', 'Test plan']"
10.1109/TSE.2019.2898199,Reusing Solutions Modulo Theories,2019,journal-article,,"0000-0001-5193-7379, 0000-0002-9524-6024, 0000-0002-7566-8051",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,32,6,"['Satisfiability modulo theories', 'Satisfiability', 'Software Reliability Modeling', 'Symbolic trajectory evaluation', 'Boolean satisfiability problem']"
10.1145/3460319.3464827,Semantic matching of GUI events for test reuse: are we there yet?,2021,conference-paper,,"0000-0001-5193-7379, 0000-0001-9527-7042, 0000-0003-2372-6878, 0000-0001-5885-9297",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,63,23,"['Search-Based Testing', 'Semantic matching', 'Graphical user interface', 'Semantic search']"
10.1145/3460319.3464827,Semantic matching of GUI events for test reuse: are we there yet?,2021,conference-paper,https://doi.org/10.1145/3460319.3464827,"0000-0001-5193-7379, 0000-0001-9527-7042, 0000-0003-2372-6878, 0000-0001-5885-9297",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,63,23,"['Search-Based Testing', 'Semantic matching', 'Graphical user interface', 'Semantic search']"
10.1002/stvr.1774,Statically driven generation of concurrent tests for thread‐safe classes,2021,journal-article,,"0000-0001-5193-7379, 0000-0001-5885-9297",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,94,1,"['Search-Based Testing', 'Dynamic Test Generation', 'Fault Detection and Correction', 'Testing-Effort Dependent Models', 'Concurrent object-oriented programming']"
10.1145/3368089.3409758,Evolutionary improvement of assertion oracles,2020,conference-paper,,"0000-0001-5193-7379, 0000-0001-5885-9297, 0000-0002-1423-1083, 0000-0003-3088-0339",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,44,28,"['Assertion', 'Executable', 'Fault Detection and Correction', 'Software Defect Prediction', 'Automated Testing']"
10.1145/3387904.3389273,Measuring Software Testability Modulo Test Quality,2020,conference-paper,,"0000-0001-5193-7379, 0000-0001-5885-9297, 0000-0002-8687-052X",Empirical Studies in Software Engineering,Information Systems,Computer Science,Physical Sciences,56,22,"['Code coverage', 'Software Reliability Modeling', 'Code refactoring', 'Test suite', 'Testing-Effort Dependent Models', 'Test Management Approach', 'Regression testing', 'Requirements Traceability', 'Software metric']"
10.1145/3417564.3417569,Peer Review,2020,journal-article,,0000-0001-5193-7379,Management and Reproducibility of Scientific Workflows,Information Systems and Management,Decision Sciences,Social Sciences,1,3,"['Software Process Improvement', 'Software Development']"
10.1016/j.jss.2019.110464,Predicting failures in multi-tier distributed systems,2019,journal-article,,"0000-0001-5193-7379, 0000-0001-8512-5029, 0000-0003-2120-2894, 0000-0001-8369-6936",Log Analysis and System Performance Diagnosis,Computer Networks and Communications,Computer Science,Physical Sciences,66,29,"['Model-driven Performance Prediction', 'Cloud-Native Architecture', 'Distributed Systems', 'Performance Prediction', 'Intrusion Detection']"
10.1109/ICST.2019.00024,An RBM Anomaly Detector for the Cloud,2019,conference-paper,,"0000-0001-5193-7379, 0000-0003-4342-2695",Log Analysis and System Performance Diagnosis,Computer Networks and Communications,Computer Science,Physical Sciences,54,9,"['Cloud-Native Architecture', 'Outlier Detection', 'Anomaly Detection', 'Intrusion Detection', 'Botnet Detection', 'Anomaly (physics)']"
10.1109/ICST.2019.00034,Coverage-Driven Test Generation for Thread-Safe Classes via Parallel and Conflict Dependencies,2019,conference-paper,,"0000-0001-5193-7379, 0000-0001-5885-9297",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,72,4,"['Error Detection', 'Dynamic Test Generation', 'Search-Based Testing', 'Testing-Effort Dependent Models']"
10.1109/ICSE-NIER.2019.00026,Energy-Based Anomaly Detection A New Perspective for Predicting Software Failures,2019,conference-paper,,"0000-0001-5193-7379, 0000-0003-4342-2695",Statistical Mechanics of Complex Networks,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences,20,7,"['Anomaly Detection', 'Model-driven Performance Prediction', 'Performance Prediction', 'Botnet Detection', 'Intrusion Detection']"
10.1007/978-3-031-72845-7_20,Enforcing Temporal Consistency for Color Constancy in Video Sequences,2024,book-chapter,https://doi.org/10.1007/978-3-031-72845-7_20,"0000-0001-7461-1451, 0000-0003-1138-3345, 0000-0002-6086-9838, 0000-0002-7070-1545",Color Constancy and Colorimetry,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences,19,0,"['Color Constancy', 'Contrast Enhancement', 'Colorimetry', 'Color Harmony', 'Color Transfer']"
10.1007/978-3-031-72845-7_17,Painter Verification Using Color Palettes: An Exploratory Study,2024,book-chapter,https://doi.org/10.1007/978-3-031-72845-7_17,"0000-0001-7461-1451, 0000-0002-7070-1545, 0000-0003-2878-2131",Neuroaesthetics and Aesthetic Perception in Neuroscience,Cognitive Neuroscience,Neuroscience,Life Sciences,25,0,"['Colorimetry', 'Color Constancy', 'Shape Matching', 'Illuminant Estimation', 'Artistic Preference']"
10.1016/j.eswa.2023.121368,Semi-supervised cross-lingual speech emotion recognition,2023,journal-article,https://doi.org/10.1016/j.eswa.2023.121368,"0000-0001-7461-1451, 0000-0002-0009-8007, 0000-0002-7070-1545, 0000-0002-5925-2646, 0000-0001-9112-0574, 0000-0002-5071-0161, 0000-0001-7432-4284, 0009-0007-1588-969X",Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences,29,7,"['Robustness (evolution)', 'Emotion Recognition', 'Speech Emotion', 'Audio-Visual Speech Recognition', 'End-to-End Speech Recognition', 'Speech Enhancement', 'Labeled data']"
10.1007/978-3-031-51023-6_7,A General Purpose Method for Image Collection Summarization and Exploration,2024,book-chapter,https://doi.org/10.1007/978-3-031-51023-6_7,"0000-0001-7461-1451, 0000-0001-9112-0574, 0000-0001-6269-1351",Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,21,0,"['Image Retrieval', 'Feature Matching', 'Content-Based Image Retrieval', 'Feature Descriptors', 'Image Inpainting']"
10.1109/LSP.2024.3475969,A RNN for temporal consistency in low-light videos enhanced by single-frame methods,2024,journal-article,https://doi.org/10.1109/LSP.2024.3475969,"0000-0001-7461-1451, 0000-0002-6086-9838, 0000-0003-1138-3345, 0000-0002-7070-1545",Image Quality Assessment in Multimedia Content,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,0,0,"['Monocular Depth Estimation', 'Scene Reconstruction', 'Stereoscopic Images', 'Scalable Video Coding', 'Depth Image-Based Rendering']"
10.1109/ACCESS.2024.3396990,Synthetic Data Pretraining for Hyperspectral Image Super-Resolution,2024,journal-article,https://doi.org/10.1109/ACCESS.2024.3396990,"0000-0001-7461-1451, 0000-0001-7133-4137, 0000-0002-0009-8007, 0000-0003-1997-2910, 0000-0001-9112-0574, 0000-0002-3965-3522, 0000-0002-0901-0251",Multispectral and Hyperspectral Image Fusion,Media Technology,Engineering,Physical Sciences,34,0,"['Leverage (statistics)', 'RGB color model', 'Hyperspectral Imaging', 'Hyperspectral', 'Deep Learning']"
10.1016/j.cageo.2023.105433,A deep scalable neural architecture for soil properties estimation from spectral information,2023,journal-article,https://doi.org/10.1016/j.cageo.2023.105433,"0000-0001-7461-1451, 0000-0001-7432-4284, 0000-0002-6052-3140, 0000-0003-3997-0576, 0000-0001-9112-0574",Chemometrics in Analytical Chemistry and Food Technology,Analytical Chemistry,Chemistry,Physical Sciences,43,4,"['Terrain Analysis', 'Digital Soil Mapping', 'Soil Properties', 'Spectral Analysis', 'Deep Learning', 'Feature (linguistics)', 'Silt']"
10.3390/jimaging9100232,DALib: A Curated Repository of Libraries for Data Augmentation in Computer Vision,2023,journal-article,https://doi.org/10.3390/jimaging9100232,"0000-0001-7461-1451, 0009-0000-7250-3158, 0000-0003-2389-0301, 0000-0003-2878-2131",Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,50,1,"['Computer Vision', 'Meta-Learning', 'Representation Learning', 'Visual Recognition', 'Transfer Learning']"
10.3390/s23187893,Quasi Real-Time Apple Defect Segmentation Using Deep Learning,2023,journal-article,https://doi.org/10.3390/s23187893,"0000-0001-7461-1451, 0000-0002-0009-8007, 0000-0001-9112-0574",Chemometrics in Analytical Chemistry and Food Technology,Analytical Chemistry,Chemistry,Physical Sciences,35,2,"['Overfitting', 'Surface Defect Detection', 'Fabric Defect Detection', 'RGB color model', 'Deep Learning', 'Wafer Map Defect Classification', 'Frame rate']"
10.3390/s23083788,An Open-Source Platform for GIS Data Management and Analytics,2023,journal-article,https://doi.org/10.3390/s23083788,"0000-0001-7461-1451, 0000-0001-7432-4284, 0000-0003-3929-8409, 0000-0001-9112-0574",Precision Agriculture Technologies,Plant Science,Agricultural and Biological Sciences,Life Sciences,34,5,"['Precision agriculture', 'Smart Farming', 'Vegetation Monitoring', 'Crop Yield Prediction', 'Agricultural Robotics']"
10.1002/col.22822,Analysis of biases in automatic white balance datasets and methods,2022,journal-article,https://doi.org/10.1002/col.22822,"0000-0001-7461-1451, 0000-0003-1138-3345, 0000-0002-8505-1581, 0000-0002-7070-1545, 0000-0003-2878-2131",Color Constancy and Colorimetry,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences,52,14,"['Standard illuminant', 'Color balance', 'Contrast Enhancement']"
10.1109/TIP.2023.3244662,Full-Reference Image Quality Expression via Genetic Programming,2023,journal-article,https://doi.org/10.1109/TIP.2023.3244662,"0000-0001-7461-1451, 0000-0002-6458-942X, 0000-0003-1138-3345, 0000-0002-8793-1451, 0000-0003-4732-3328",Image Quality Assessment in Multimedia Content,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,45,7,"['Image Quality Assessment', 'Single Image Restoration', 'Structural Similarity Index', 'Perceptual Quality', 'Super-Resolution', 'Similarity (geometry)']"
10.1007/978-3-031-43148-7_5,Shallow Camera Pipeline for Night Photography Enhancement,2023,book-chapter,https://doi.org/10.1007/978-3-031-43148-7_5,"0000-0001-7461-1451, 0000-0002-8505-1581, 0000-0002-6086-9838, 0000-0003-1138-3345, 0000-0002-7070-1545",Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,21,0,"['Computational photography', 'Interpretability', 'Low-Light Enhancement', 'Contrast Enhancement', 'Background Subtraction', 'Image Processing', 'Single Image Restoration']"
10.1007/978-3-031-08421-8_23,ArabCeleb: Speaker Recognition in Arabic,2022,book-chapter,https://doi.org/10.1007/978-3-031-08421-8_23,"0000-0001-7461-1451, 0000-0002-7070-1545, 0000-0002-5925-2646, 0000-0003-0323-5078, 0000-0001-9112-0574, 0000-0002-5071-0161, 0000-0001-7432-4284, 0009-0007-1588-969X",Speech Recognition Technology,Artificial Intelligence,Computer Science,Physical Sciences,18,1,"['Speaker Verification', 'Spoken Dialogue Systems', 'End-to-End Speech Recognition', 'Automatic Speech Recognition', 'Language Modeling']"
10.1109/TCI.2022.3203889,COCOA: Combining Color Constancy Algorithms for Images and Videos,2022,journal-article,https://doi.org/10.1109/TCI.2022.3203889,"0000-0001-7461-1451, 0000-0002-8505-1581, 0000-0003-1138-3345, 0000-0002-7070-1545",Color Constancy and Colorimetry,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences,44,5,"['Standard illuminant', 'Color Constancy', 'Contrast Enhancement', 'Colorimetry', 'Single Image Restoration', 'Image Processing']"
10.1007/978-3-031-08421-8_24,"Static, Dynamic and Acceleration Features for CNN-Based Speech Emotion Recognition",2022,book-chapter,https://doi.org/10.1007/978-3-031-08421-8_24,"0000-0001-7461-1451, 0000-0003-0323-5078, 0000-0002-8148-1621, 0000-0001-9112-0574, 0000-0003-4013-5834",Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences,22,0,"['Concatenation (mathematics)', 'Emotion Recognition', 'Vocal tract', 'Mel-frequency cepstrum', 'Speech Emotion', 'Audio Event Detection', 'Affective Computing', 'Feature Extraction']"
10.3390/s21227453,A Smart Mirror for Emotion Monitoring in Home Environments,2021,journal-article,https://doi.org/10.3390/s21227453,"0000-0001-7461-1451, 0000-0002-7070-1545, 0000-0002-5925-2646, 0000-0003-2878-2131, 0000-0003-2389-0301, 0000-0001-9112-0574",Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences,59,14,"['Home automation', 'Smart Homes', 'Sensors', 'Smart environment']"
10.3390/app11114774,General Purpose Optimization Library (GPOL): A Flexible and Efficient Multi-Purpose Optimization Library in Python,2021,journal-article,https://doi.org/10.3390/app11114774,"0000-0001-7461-1451, 0000-0002-6458-942X, 0000-0003-1138-3345, 0000-0002-8793-1451, 0000-0003-4732-3328",Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,39,9,"['Python (programming language)', 'Global Optimization', 'Optimization Applications', 'Multi-Objective Optimization', 'Particle Swarm Optimization', 'MIT License', 'Constraint Handling', 'Code (set theory)']"
10.3390/jimaging7030055,An Efficient Method for No-Reference Video Quality Assessment,2021,journal-article,https://doi.org/10.3390/jimaging7030055,"0000-0001-7461-1451, 0000-0002-0009-8007, 0000-0002-5925-2646",Image Quality Assessment in Multimedia Content,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,40,14,"['Benchmark (surveying)', 'No-Reference Assessment', 'Image Quality Assessment', 'Video Enhancement', 'Perceptual Quality', 'Video Streaming']"
10.3390/s21041307,A Genetic Algorithm to Combine Deep Features for the Aesthetic Assessment of Images Containing Faces,2021,journal-article,https://doi.org/10.3390/s21041307,"0000-0001-7461-1451, 0000-0002-5925-2646",Computational Modeling of Visual Saliency Detection,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,28,7,"['Image Quality Assessment', 'Aesthetic Perception', 'Perceptual Quality', 'ENCODE', 'Aesthetic Emotions', 'Neuroaesthetics']"
10.3390/s21030994,"No Reference, Opinion Unaware Image Quality Assessment by Anomaly Detection",2021,journal-article,https://doi.org/10.3390/s21030994,"0000-0001-7461-1451, 0000-0002-7989-1162, 0000-0001-9112-0574, 0000-0001-6269-1351",Image Quality Assessment in Multimedia Content,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,41,7,"['Benchmarking', 'Image Quality Assessment', 'Feature (linguistics)', 'Similarity (geometry)', 'Image Denoising', 'Perceptual Quality', 'Blur Assessment', 'Anomaly (physics)', 'Mean opinion score']"
