"Unnamed: 0","ORCID ID","Given_Name","Family_Name","Role","Keywords","Organization","H Index","Citations"
320,"0000-0001-9690-7333","Ding","Liu","","Nessuna","Harbin Institute of Technology",79,32064
321,"0000-0002-3553-2571","Edoardo","Amaldi","","Optimization, Operations Research","Professor, Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Italia",36,5856
322,"0000-0003-3065-7989","Jörg","Tiedemann","","language technology, computational linguistics, machine translation, natural language processing","University of Helsinki",55,12442
323,"0000-0002-4696-461X","Massimiliano","Zanin","","Nessuna","The University of South Australia",38,10626
324,"0000-0003-3899-8657","Martina","Dal Molin","Associate Professor","Nessuna","Vilnius University",10,453
325,"0000-0002-4067-6473","Xiao-xiao","Liang","","Nessuna","","",""
326,"0009-0007-1588-969X","Ivan","Shanin","","Nessuna","Queen Mary University of London",4,86
327,"0000-0001-5075-9486","Daniel","Carlin","","Nessuna","Chief Medical Officer, Mind Medicine Inc.",14,905
328,"0000-0002-5957-5680","Chi","Li","Research Assistant","Computer vision and machine learning","Johns Hopkins University",39,26892
329,"0000-0001-5702-5493","Aljaž","Košmerlj","Researcher","Nessuna","Jožef Stefan Institute","",""
330,"0000-0003-1748-5430","Federico","Bianchi","","Nessuna","Professor @ Institute for Atmospheric and Earth System Research, University of Helsinki",52,13530
331,"0000-0002-0925-3448","NUNZIO ALBERTO","BORGHESE","","Nessuna","Professore di Informatica, Università degli Studi di Milano",42,6651
332,"0009-0004-4214-3680","EMANUEL","GONÇALVES","DISCENTE MESTRADO PROFISSIONAL","Nessuna","FIOCRUZ",26,6319
333,"0000-0002-8956-9687","Derek","Smith","Faculty/Professor","Nessuna","Creighton University",65,24060
334,"0000-0002-7880-0193","Feng","Gao","","Nessuna","Master of Geotechnical Engineering, China University of Mining and Technology",172,165917
335,"0000-0002-3159-2809","Manuela","Berlingeri","","Nessuna","Associate Professor, Department of Humanistic Studies (DISTUM), University of Urbino Carlo Bo, Italy",24,2065
336,"0000-0002-3075-313X","Francescomaria","Faticanti","","Nessuna","École Normale Supérieure de Lyon",8,287
337,"0000-0003-0271-1757","Denis","Thieffry","Professor","Computational systems biology","École Normale Supérieure",61,13949
338,"0000-0002-5267-9065","C.","Mendes de Oliveira","professor","Nessuna","Universidade de Sao Paulo",50,14495
339,"0000-0003-1111-7522","Uma","Mudenagudi","Dean  R & D, KLE Tech Hubblli","Nessuna","KLE Technological University","",""
340,"0000-0002-1635-7026","Jinyang","Liu","","Nessuna","Research Scientist, ByteDance Ltd.",13,1542
341,"0000-0002-4896-0997","Yan-Yan","Liu","","Nessuna","","",""
342,"0000-0002-8438-7251","László","Hunyady","Professor","Nessuna","Semmelweis University",58,14745
343,"0000-0002-3365-580X","Andrea","Moglia","Assistant Professor of Bioengineeering","Artificial Intelligence surgery, Artificial Intelligence Medical Imaging, Surgical simulation, robotic surgery, virtual simulators","Politecnico di Milano",22,2171
344,"0000-0003-0705-9809","Rahuman S","Malik Sheriff","Senior Project Leader","Nessuna","European Bioinformatics Institute",18,2028
345,"0000-0002-1072-7006","Guang","Li","","Nessuna","National Institute for Materials Science",65,14949
346,"0000-0002-6226-981X","Krzysztof","Mnich","","Nessuna","","",""
347,"0000-0002-3416-3129","Stefano","Russo","Medical Director","Nessuna","Santobono Children's Hospital",32,3858
348,"0000-0001-7154-9920","Xiaoran","QIN","","Nessuna","Hong Kong University of Science and Technology",7,554
349,"0000-0003-3222-4044","Miguel Angel","Pujana","","Nessuna","PI ProCURE Catalan Institute of Oncology",54,12535
350,"0000-0001-6767-6660","john","jack","","Nessuna","Professor of Medicine/Health Research & Policy/Biomedical Data Science/Statistics, Stanford Univ",264,592760
351,"0000-0001-6760-7200","Martina","Fröhlich","","Nessuna","","",""
352,"0000-0002-5931-4835","Michael","Freeman","","Nessuna","Professor, Cancer Biology, Cedars-Sinai Medical Center",81,22196
353,"0000-0002-5097-372X","Thomas","Larrieu","","Nessuna","CNP/CHUV",13,1559
354,"0000-0002-2360-6617","CARMEN","RODRIGUEZ","","Nessuna","ingeniería en administración",109,67890
355,"0009-0008-1583-2914","Sana","Kashgouli","","Nessuna","Unknown affiliation",3,14
356,"0000-0002-3900-8590","Nikola","Banić","","Nessuna","University of Zagreb, Faculty of Electrical Engineering and Computing",15,813
357,"0000-0003-4198-6606","Alberto","RAIMONDI","","Nessuna","Researcher",2,29
358,"0000-0003-3002-8453","xin xin ","li","","Nessuna","Sinocloud Wisdom (Beijing) technology co., ltd",100,39482
359,"0009-0006-2471-8473","Vasily","Tesalin","","Nessuna","","",""
360,"0000-0003-2610-1291","Orla","Hardiman","National Clinical Lead, Neurology ","Genomics, Amyotrophic Lateral Sclerosis, Deep phenotyping, Population genetics, Health Services","Health Service Executive",105,53463
361,"0000-0003-4995-780X","Clemens","Wrzodek","Senior Scientist","Nessuna","Roche Innovation Center Munich",18,1258
362,"0000-0002-0724-7060","Stephen","Garnett","","Nessuna","Professor of Conservation and Sustainability, Charles Darwin University",69,20764
363,"0000-0002-6621-3573","Christoph","Flamm","","Nessuna","Associate Professor, Department of Theoretical Chemistry, University of Vienna",36,16324
364,"0000-0002-5499-0850","Zheng","Hui","","Nessuna","Professor of Chemistry, NYU Shanghai, ECNU, SUAT",76,21038
365,"0000-0002-5257-6867","Jing-Jing","LIU","","Nessuna","Abalone Bio",23,1552
366,"0000-0002-4587-0806","Carlos","Fernandez Lozano","","Nessuna","Universidade da Coruña (ROR 01qckj285). CITIC-Research Center of Information and Communication",23,1746
367,"0000-0002-0148-0662","Renan","Greca","PhD Candidate","Nessuna","Gran Sasso Science Institute",4,33
368,"0000-0003-4037-7235","Franco","Manessi","","Nessuna","","",""
369,"0000-0001-8503-8371","Stefan","Hoops","","Nessuna","Research Associate Professor, Biocomplexity Institute & Initiative, University of Virginia",32,10393
370,"0000-0003-1998-492X","Sylvia","Richardson","","Nessuna","Director of MRC Biostatistics Unit and Professor of Biostatistics, University of Cambridge",82,47806
371,"0000-0001-7917-0771","Martine","De Cock","Professor","Nessuna","University of Washington Tacoma",48,7694
372,"0000-0002-0715-5887","Hua","Xu","","Nessuna","Associate professor of Civil Engineering at SWJTU",69,23535
373,"0000-0001-7341-8385","Jeremy","Jacobsen","","Nessuna","Bioloomics, Inc.",3,30
374,"0000-0002-7285-7885","In Sock","Jang","Directer","Nessuna","Prometheus Biosciences","",""
375,"0000-0002-4851-1374","HSIH-TE","YANG","Sr. Oncology Bioinformatcian","Precision Oncology, Bioinformatics, Cancer Data Science, Drug Discovery, Antibody and Vaccine for Virus Infection","Atrium Health",12,1248
376,"0000-0001-6336-6868","Marina Cartaxo Braga Morais de","Oliveira","","Nessuna","","",""
377,"0000-0002-9290-7894","Nicolas","Rodriguez","","SBML, bioinformatics, European Bioinformatics Institute, Babraham Institute","Babraham Institute",35,6928
378,"0000-0002-4195-6397","Anna","Guidetti","","Nessuna","Università degli Studi di Milano","",""
379,"0000-0003-3842-2826","Luis","García de Guadiana Romualdo","","Nessuna","","",""
380,"0000-0003-1192-9555","Susan","Bernareggi","","Nessuna","","",""
381,"0000-0001-5199-1754","Eduardo ","Ballester","","Nessuna","Professor de Carcinicultura - Universidade Federal do Paraná - UFPR",25,2761
382,"0000-0003-3131-4005","Hari","Sharma","","Nessuna","International Crops Research institute for the Semi-Arid Tropics (ICRISAT)",57,14215
383,"0000-0001-9530-7504","Manuela","Helmer-Citterich","professor","Nessuna","University of Rome Tor Vergata",45,9312
384,"0000-0002-3567-7009","Sergio","Pulido Tamayo","","Nessuna","","",""
385,"0000-0003-3915-0404","Alicia","Amadoz",""," Molecular epidemiology,  Population genetics,  Systems biology,  Evolutionary biology,  Biological pathways, Computational biology,  Functional genomics, Bioinformatics","Igenomix SL",18,1597
386,"0000-0003-4938-1935","Zhengyang","Liu","","Nessuna","CPES, Virginia Tech",25,3579
387,"0000-0001-5697-1656","Jiaming","LIU","","Nessuna","Distinguished Professor, Northrop Grumman Optoelectronics Chair in EE, UCLA",65,15894
388,"0000-0002-9067-1531","John","Sullivan","Scientist","Nessuna","Los Alamos National Laboratory",94,39693
389,"0000-0002-7211-8724","Simone","Bianco","","Nessuna","Associate Professor, University of Milano-Bicocca",36,5865
390,"0000-0003-2518-5147","Jing","Lin","","Nessuna","Shenzhen University",86,26175
391,"0000-0001-7140-0130","Ruikang","Xu","","Nessuna","University of Science and Technology of China",13,402
392,"0000-0003-3837-2929","Ulrike","Wittig","Resident","Nessuna","Universitätsklinikum Krems",21,1541
393,"0000-0001-5442-2063","Hong","Tran","","Nessuna","Professor of Translation Studies, Chinese University of Hong Kong (Shenzhen)",35,11717
394,"0009-0009-2413-5149","Giovanni Donato","Gallo","","Nessuna","Unknown affiliation",1,1
395,"0000-0003-1739-5910","Deyu","Meng","","Nessuna","Professor, Xi'an Jiaotong University",75,32799
396,"0000-0001-9218-6452","Salim","Bougouffa","Senior Computational Biologist","Nessuna","King Abdullah University of Science and Technology (KAUST)",26,2351
397,"0000-0003-0015-9866","ACHILLE","PATTAVINA","","Nessuna","","",""
398,"0000-0003-0372-7232","Angelo Francesco","Gambino","Post-doc","Nessuna","Università degli Studi di Cagliari","",""
399,"0000-0002-3295-6686","Maria","Efimova","","dermatology, venerology, pathomorphology","","",""
